Account No,Customer Name,Phone,Credit Limit,Outstanding Balance,Salesman,Payment Terms,TRN
CN-01058,Capital Maintenance Co,0589790431,25000,"16.444,40",Suresh,30 days,172834064025770
CN-01059,Meraas Builders LLC,0598716054,10000,59223.82,Suresh,90 days,169127831279853
CN-01060,Prime MEP Services,0571878391,10000,8454.05,Rakesh,COD,181708944121358
CN-01061,Prime Trading Est,0577735272,,AED 1885.70,Mahmoud,30 days,154526202248689
CN-01062,Capital Fit-out Co,0519409929,,34410.98,Mahmoud,60 days,136639375845031
CN-01063,Gulf Trading Est,0590343646,10000,"35,615.36",Anwar,COD,162126772723902
CN-01064,Prime Real Estate Development,0517149582,,"46.605,63",Khaled,COD,
CN-01065,Modern Engineering Consultants,0568687204,,18957.02,Anwar,30 days,109339150541678
CN-01066,Modern MEP Services,0569129178,10000,50801.69,Joseph,60 days,198495860567451
CN-01067,Prime Trading Est,0564236864,,AED 37289.46,Joseph,60 days,149382528099390
CN-01068,Falcon Contracting LLC,0564950215,25000,46389.54,Suresh,COD,195396194294304
CN-01069,Al Reem MEP Services,0561886793,100000,"57,537.59",Joseph,Cash,119424354307794
CN-01070,Modern Builders LLC,0524976753,,"42.615,60",Anwar,90 days,145756502903040
CN-01071,Desert Maintenance Co,0511007693,50000,50871.63,Khaled,Cash,144456126719125
CN-01072,Reliable Fit-out Co,0573767670,,16377.31,Anwar,60 days,176513768934496
CN-01073,Al Reem Fit-out Co,0593248286,,AED 11853.64,Anwar,30 days,153748096278287
CN-01074,Emirates Builders LLC,0576040260,25000,44340.26,Mahmoud,45 days,187726791370354
CN-01075,Pearl Fit-out Co,0571886964,,"22,839.16",Joseph,Cash,118643821699226
CN-01076,Gulf Construction Co,0524024051,100000,"56.974,65",Joseph,30 days,194854296403040
CN-01077,Capital Engineering Consultants,0535545788,,2346.20,Anwar,90 days,157081913388546
CN-01078,Al Manara Builders LLC,0546183660,10000,56834.78,Suresh,60 days,146034372865094
CN-01079,Capital MEP Services,0586761496,25000,AED 34914.64,Khaled,90 days,145160936084527
CN-01080,National Trading Est,0569790576,25000,38980.43,Rakesh,30 days,158210453948549
CN-01081,Prime Contracting LLC,0520979037,,"37,002.22",Mahmoud,60 days,120147881687847
CN-01082,Emirates Construction Co,0560097667,50000,"47.003,36",Anwar,COD,105506288378911
CN-01083,Al Reem Real Estate Development,0573180140,10000,48520.71,Joseph,45 days,160427120666857
CN-01084,Al Reem MEP Services,0535110380,10000,15265.28,Suresh,COD,111826554575276
CN-01085,Desert MEP Services,0557452473,25000,AED 2623.92,Khaled,60 days,172468681557966
CN-01086,Gulf Trading Est,0530512057,50000,15247.28,Suresh,COD,157662061150876
CN-01087,Al Reem Engineering Consultants,0539729311,100000,"30,118.49",Rakesh,Cash,176965008871382
CN-01088,Falcon Fit-out Co,0522218159,50000,"11.541,97",Suresh,60 days,128078197453730
CN-01089,Desert Real Estate Development,0543178629,,31958.57,Rakesh,45 days,196306735968937
CN-01090,Desert Builders LLC,0586937764,,37180.77,Joseph,90 days,
CN-01091,Marina Trading Est,0591076968,25000,AED 20686.54,Joseph,45 days,144160598843539
CN-01092,Al Manara Engineering Consultants,0564031888,50000,40912.45,Khaled,COD,149438387507927
CN-01093,Desert Fit-out Co,0529544985,100000,"8,932.82",Rakesh,30 days,
CN-01094,Marina Maintenance Co,0529038123,25000,"26.723,37",Khaled,Cash,106024696104184
CN-01095,Reliable Builders LLC,0512189594,25000,12192.71,Rakesh,60 days,138634515614049
CN-01096,Oasis MEP Services,0523451243,50000,40298.74,Suresh,COD,180228219010284
CN-01097,Meraas Fit-out Co,0570274343,,AED 57320.98,Khaled,Cash,150986758051331
CN-01098,National Fit-out Co,0518258314,25000,19093.29,Suresh,60 days,140167338458438
CN-01099,Falcon Construction Co,0514705282,25000,"23,640.43",Suresh,Cash,168456106067987
CN-01100,Pearl Builders LLC,0577343430,100000,"24.725,76",Mahmoud,30 days,158330924962161
CN-01101,Al Manara Contracting LLC,0565221124,100000,58755.79,Joseph,Cash,181206624985902
CN-01102,Al Manara Builders LLC,0532033512,10000,22527.54,Khaled,60 days,100473819379288
CN-01103,Reliable Maintenance Co,0540605428,50000,AED 15544.84,Suresh,45 days,170237506007109
CN-01104,Capital Fit-out Co,0592252458,10000,13237.50,Khaled,90 days,181988793366898
CN-01105,National Maintenance Co,0524413793,10000,"4,429.32",Rakesh,30 days,186921229173767
CN-01106,Capital Builders LLC,0561704094,25000,"26.723,63",Anwar,Cash,168064471215360
CN-01107,Pearl Maintenance Co,0518543927,100000,48778.53,Joseph,60 days,125810482208280
CN-01108,Emirates Interiors LLC,0580118179,10000,36290.17,Anwar,COD,183607209580918
CN-01109,Desert Engineering Consultants,0583244974,100000,AED 23588.51,Rakesh,90 days,103811672206610
CN-01110,Oasis Builders LLC,0559382075,,38096.02,Rakesh,30 days,164984620306655
CN-01111,Modern Real Estate Development,0574059169,,"37,409.04",Mahmoud,90 days,193752957133052
CN-01112,Al Manara Maintenance Co,0570909814,,"34.236,02",Anwar,30 days,187127267412966
CN-01113,Reliable MEP Services,0590205932,50000,26414.21,Suresh,30 days,115894151913929
CN-01114,Falcon MEP Services,0586650974,25000,25040.00,Khaled,90 days,182333691330218
CN-01115,Reliable Engineering Consultants,0511383735,50000,AED 49607.64,Joseph,COD,149371564120006
CN-01116,Reliable Real Estate Development,0575686596,25000,44989.58,Suresh,COD,175178468938446
CN-01117,Al Manara Construction Co,0576752583,25000,"53,517.78",Suresh,45 days,115041410981327
CN-01118,Modern Real Estate Development,0530742489,100000,"15.339,07",Joseph,30 days,
CN-01119,Desert Fit-out Co,0580369891,100000,8726.70,Mahmoud,45 days,146614965901682
CN-01120,Union Real Estate Development,0564004591,10000,31448.39,Suresh,30 days,162589642627858
CN-01121,Union Real Estate Development,0595202742,25000,AED 7647.16,Joseph,60 days,131560763086051
CN-01122,Falcon Builders LLC,0578179881,100000,1433.00,Anwar,30 days,124491619247760
CN-01123,Union Builders LLC,0514451364,100000,"59,855.33",Khaled,Cash,172570278780522
CN-01124,Falcon Real Estate Development,0532179607,100000,"53.155,19",Rakesh,COD,190703940905733
CN-01125,Falcon MEP Services,0538428249,25000,47116.91,Rakesh,30 days,190831740097078
CN-01126,Marina Real Estate Development,0551561185,100000,5664.23,Suresh,45 days,
CN-01127,Reliable Maintenance Co,0559162069,100000,AED 28455.46,Rakesh,Cash,103813816713254
CN-01128,Marina Maintenance Co,0572843833,10000,6647.94,Khaled,60 days,195417867124170
CN-01129,Prime Real Estate Development,0541090675,10000,"35,380.13",Suresh,30 days,171805393092496
CN-01130,Capital Engineering Consultants,0523470222,10000,"6.725,36",Rakesh,60 days,176619754856690
CN-01131,Meraas Builders LLC,0533152873,,6587.56,Anwar,30 days,124164599935313
CN-01132,Reliable Maintenance Co,0569893712,100000,2698.13,Rakesh,90 days,105799904634942
CN-01133,Al Manara Interiors LLC,0540807302,25000,AED 473.77,Khaled,90 days,119687416944211
CN-01134,Capital Contracting LLC,0561392818,,33276.90,Khaled,30 days,100141868696231
CN-01135,Oasis Builders LLC,0552954861,,"42,750.33",Anwar,90 days,151662620495703
CN-01136,Oasis Interiors LLC,0592621203,100000,"5.869,88",Khaled,30 days,171242751935569
CN-01137,Emirates Interiors LLC,0576757684,25000,3303.75,Joseph,60 days,136060681923081
CN-01138,Emirates Fit-out Co,0546621057,100000,11077.15,Suresh,30 days,137184874253690
CN-01139,National MEP Services,0549621155,100000,AED 32409.17,Mahmoud,Cash,157114774859355
CN-01140,Meraas Real Estate Development,0530090192,100000,57907.36,Mahmoud,45 days,134849801841342
CN-01141,Reliable MEP Services,0526573497,50000,"20,948.67",Mahmoud,90 days,104219911453550
CN-01142,Meraas Maintenance Co,0593165100,50000,"14.828,89",Joseph,60 days,100185630616945
CN-01143,Desert Interiors LLC,0582561553,100000,4566.59,Suresh,90 days,183447427373630
CN-01144,Al Manara Engineering Consultants,0558956815,25000,12954.06,Mahmoud,60 days,103988501629833
CN-01145,National Builders LLC,0587632098,,AED 58457.09,Joseph,30 days,124340437428336
CN-01146,Pearl Contracting LLC,0568342175,,25688.75,Anwar,60 days,162222256525302
CN-01147,Al Reem Engineering Consultants,0597859631,10000,"7,438.66",Mahmoud,90 days,177472561227136
CN-01148,Marina Maintenance Co,0516741380,50000,"27,91",Anwar,30 days,108478946684146
CN-01149,Emirates Engineering Consultants,0570878832,50000,50403.87,Rakesh,45 days,185098883186050
CN-01150,Capital Fit-out Co,0564631443,10000,54943.91,Khaled,Cash,142635847774669
CN-01151,National Fit-out Co,0594691157,50000,AED 24889.93,Anwar,60 days,172194527487395
CN-01152,Al Manara Builders LLC,0566148640,10000,32855.10,Rakesh,Cash,127472314245443
CN-01153,Marina Builders LLC,0575813004,100000,"35,245.89",Suresh,Cash,156891364650050
CN-01154,Falcon Construction Co,0559645610,,"41.594,88",Anwar,45 days,102745768238127
CN-01155,Meraas Builders LLC,0573552024,10000,43797.83,Mahmoud,30 days,144862019311749
CN-01156,Union Contracting LLC,0521447272,50000,46159.40,Suresh,45 days,136177998000333
CN-01157,National Builders LLC,0531575220,10000,AED 49181.42,Mahmoud,60 days,
CN-01158,Falcon Interiors LLC,0544007573,100000,25636.88,Anwar,COD,119206120380246
CN-01159,Al Manara Contracting LLC,0569177328,100000,"21,007.48",Suresh,Cash,194186462949659
CN-01160,Falcon MEP Services,0552597838,100000,"5.804,21",Joseph,COD,124653852815953
CN-01161,Modern Trading Est,0537401271,50000,7869.93,Suresh,30 days,154599229173272
CN-01162,Prime Interiors LLC,0589179274,50000,15805.79,Mahmoud,60 days,190963600688084
CN-01163,Reliable Maintenance Co,0565187476,,AED 19916.29,Anwar,30 days,186819475957528
CN-01164,Marina Interiors LLC,0522039484,25000,21803.53,Rakesh,30 days,149215153515515
CN-01165,Reliable Interiors LLC,0590860091,10000,"54,840.54",Anwar,90 days,168350876902219
CN-01166,Al Manara MEP Services,0544268349,50000,"55.439,62",Joseph,30 days,142870600960324
CN-01167,Marina Builders LLC,0574897492,25000,58028.96,Mahmoud,Cash,171834715942445
CN-01168,Prime Interiors LLC,0567387389,25000,16991.56,Joseph,30 days,188821104742848
CN-01169,Desert Maintenance Co,0595421343,25000,AED 40851.26,Joseph,90 days,112341001714141
CN-01170,Meraas Interiors LLC,0512753141,50000,57779.79,Suresh,90 days,194197015721196
CN-01171,Union Contracting LLC,0518648386,10000,"30,745.40",Khaled,60 days,197250741959353
CN-01172,Pearl Trading Est,0567146023,25000,"57.973,84",Joseph,45 days,151498315650330
CN-01173,Capital Fit-out Co,0513056468,50000,5550.58,Mahmoud,45 days,110946662906945
CN-01174,Al Manara Interiors LLC,0577805526,25000,42344.30,Mahmoud,60 days,127075198327667
CN-01175,Desert Trading Est,0571957548,25000,AED 27576.75,Khaled,45 days,
CN-01176,National Interiors LLC,0532156955,25000,3849.64,Anwar,60 days,166209836662821
CN-01177,Union Maintenance Co,0573613972,10000,"27,244.45",Suresh,COD,140793494290242
CN-01178,National Construction Co,0547843892,25000,"22.238,36",Suresh,COD,177388591526556
CN-01179,Prime MEP Services,0557274619,50000,17615.95,Khaled,30 days,174474752021409
CN-01180,Prime Fit-out Co,0575167597,,46044.84,Khaled,60 days,175372756753468
CN-01181,Oasis Builders LLC,0589916565,25000,AED 43088.45,Anwar,30 days,169059318044040
CN-01182,Meraas Contracting LLC,0540448685,50000,47058.82,Mahmoud,Cash,144533806641600
CN-01183,Falcon Fit-out Co,0574228053,100000,"21,289.62",Anwar,90 days,176470581253912
CN-01184,Al Manara Contracting LLC,0588358547,100000,"8.996,71",Khaled,COD,122021798545788
CN-01185,Pearl Trading Est,0522973871,50000,1170.87,Anwar,90 days,160571905452089
CN-01186,Gulf Construction Co,0535988380,,33539.19,Joseph,90 days,195606318516299
CN-01187,Capital MEP Services,0553805274,100000,AED 5327.93,Joseph,30 days,129339765161299
CN-01188,Pearl Real Estate Development,0543023862,50000,37332.23,Joseph,60 days,128410834754722
CN-01189,Oasis Contracting LLC,0533527585,25000,"19,448.25",Rakesh,Cash,153004009270208
CN-01190,Prime MEP Services,0574774739,25000,"43.213,26",Suresh,90 days,101521739718752
CN-01191,Falcon Real Estate Development,0561172034,,33887.18,Joseph,45 days,160755285690470
CN-01192,Al Manara Engineering Consultants,0525760178,,3660.78,Mahmoud,COD,102678090246768
CN-01193,Emirates Interiors LLC,0512511889,100000,AED 24158.88,Khaled,90 days,101144476004365
CN-01194,Capital Trading Est,0542484182,,33545.42,Khaled,90 days,142866047774033
CN-01195,Oasis Trading Est,0542402806,,"49,970.24",Khaled,COD,
CN-01196,Prime Real Estate Development,0565285890,50000,"13.921,87",Mahmoud,45 days,167257415839754
CN-01197,Pearl Interiors LLC,0568920710,100000,1615.72,Anwar,COD,115382168420474
CN-01198,Capital Maintenance Co,0597089121,100000,17035.01,Anwar,90 days,191022648767044
CN-01199,Oasis Maintenance Co,0527574113,50000,AED 15849.30,Khaled,30 days,141441058431542
CN-01200,Prime Interiors LLC,0510286311,100000,24119.38,Rakesh,90 days,103603238300178
CN-01201,Reliable Builders LLC,0515826366,50000,"48,535.81",Anwar,30 days,124673713661963
CN-01202,Prime Maintenance Co,0545730918,,"22.704,72",Khaled,Cash,102776029437908
CN-01203,Al Reem MEP Services,0511915424,50000,51523.73,Khaled,60 days,137031377974862
CN-01204,Al Reem Real Estate Development,0532480543,10000,42770.37,Rakesh,Cash,186932764546953
CN-01205,Prime Trading Est,0556968887,10000,AED 48151.92,Rakesh,30 days,185255917886041
CN-01206,Falcon Contracting LLC,0520516075,,52181.44,Suresh,Cash,104169687730544
CN-01207,Emirates Fit-out Co,0558625928,10000,"33,006.01",Anwar,Cash,185641872028509
CN-01208,Pearl Builders LLC,0518359353,10000,"13.757,62",Khaled,30 days,125627474367365
CN-01209,National Real Estate Development,0598918247,50000,37311.27,Mahmoud,30 days,151343639127491
CN-01210,Reliable MEP Services,0574684490,25000,35543.17,Rakesh,45 days,156529192856143
CN-01211,Falcon Builders LLC,0550983944,100000,AED 20568.95,Joseph,30 days,183451854219720
CN-01212,Al Reem Construction Co,0540060700,25000,6349.92,Joseph,60 days,165683362032306
CN-01213,Pearl MEP Services,0575061712,10000,"34,539.14",Rakesh,90 days,165944519117664
CN-01214,Oasis Construction Co,0572954110,50000,"5.816,42",Anwar,45 days,
CN-01215,Desert Construction Co,0542129808,100000,49631.48,Mahmoud,COD,106717657981487
CN-01216,Falcon Real Estate Development,0594458847,25000,28339.98,Khaled,45 days,
CN-01217,Reliable Maintenance Co,0539661073,,AED 16519.37,Joseph,60 days,152977779467830
CN-01218,Prime Trading Est,0580183458,10000,46874.42,Khaled,90 days,196633005613197
CN-01219,Union Maintenance Co,0564487636,,"8,177.83",Suresh,60 days,193454508459811
CN-01220,Meraas Construction Co,0562690034,10000,"58.280,48",Khaled,45 days,120628614402536
CN-01221,Capital Fit-out Co,0587539720,50000,15248.28,Mahmoud,90 days,149502156824861
CN-01222,Capital Interiors LLC,0592839222,100000,35575.56,Khaled,60 days,161842796859501
CN-01223,Prime Fit-out Co,0556693503,50000,AED 33117.26,Khaled,Cash,147434027291998
CN-01224,Marina MEP Services,0545033901,25000,59369.10,Joseph,COD,155336326255960
CN-01225,Oasis Trading Est,0585210575,,"6,813.84",Suresh,Cash,183539763956603
CN-01226,Emirates MEP Services,0526645759,100000,"9.109,68",Anwar,45 days,116025365974109
CN-01227,Desert Trading Est,0592228057,50000,42600.90,Rakesh,30 days,126552327041631
CN-01228,Desert Real Estate Development,0513729651,100000,42006.95,Rakesh,30 days,111739879880860
CN-01229,Modern Maintenance Co,0566226801,25000,AED 40164.33,Mahmoud,COD,131195315927310
CN-01230,Al Reem Maintenance Co,0518050388,25000,24828.69,Joseph,60 days,109782800682896
CN-01231,Pearl Construction Co,0555703321,100000,"20,698.64",Rakesh,90 days,192006973186241
CN-01232,Union Builders LLC,0578867140,25000,"6.020,13",Anwar,Cash,146075930094005
CN-01233,Emirates Engineering Consultants,0521298205,,6436.35,Khaled,COD,166482586839578
CN-01234,Oasis MEP Services,0596014761,,58904.43,Khaled,30 days,100236540227105
CN-01235,Capital Fit-out Co,0578654483,,AED 47861.08,Mahmoud,30 days,163435281724871
CN-01236,Pearl Engineering Consultants,0546374037,50000,4754.81,Khaled,45 days,142526003987349
CN-01237,Desert MEP Services,0565539881,100000,"34,682.77",Suresh,60 days,183271338470682
CN-01238,Desert Engineering Consultants,0537940818,25000,"1.563,30",Mahmoud,COD,156787479762248
CN-01239,Modern Contracting LLC,0557623849,25000,8378.91,Joseph,COD,182867872948953
CN-01240,Modern Real Estate Development,0567920719,50000,47733.88,Suresh,60 days,128739183985276
CN-01241,Meraas Fit-out Co,0521267281,10000,AED 48416.15,Anwar,30 days,114584354685580
CN-01242,Capital MEP Services,0589826812,100000,38339.89,Khaled,90 days,178788577347166
CN-01243,Oasis Trading Est,0557844340,50000,"2,088.74",Mahmoud,Cash,117042803494763
CN-01244,National Real Estate Development,0552669126,25000,"20.827,87",Anwar,60 days,194434659492512
CN-01245,Pearl Trading Est,0551190940,25000,1964.88,Rakesh,45 days,199395104816967
CN-01246,Capital MEP Services,0539039944,,24422.56,Joseph,90 days,130683943450774
CN-01247,Emirates Builders LLC,0583899957,10000,AED 39304.51,Rakesh,COD,107319670130020
CN-01248,Gulf Interiors LLC,0543938898,25000,10283.12,Anwar,90 days,163622610277199
CN-01249,Falcon Engineering Consultants,0553876409,100000,"4,157.58",Suresh,90 days,191521936726658
CN-01250,Desert Trading Est,0549403932,10000,"43.503,44",Rakesh,45 days,151020883483600
CN-01251,Pearl Engineering Consultants,0573476080,10000,2.06,Anwar,60 days,122518771841834
CN-01252,Oasis Interiors LLC,0588593537,25000,19470.79,Anwar,Cash,129546658114656
CN-01253,Meraas Fit-out Co,0555526361,25000,AED 30878.43,Mahmoud,Cash,120561588248589
CN-01254,Desert Construction Co,0556503044,25000,40907.43,Mahmoud,90 days,150138622032578
CN-01255,Reliable Builders LLC,0516499431,50000,"41,879.41",Anwar,30 days,133257515297388
CN-01256,Pearl Real Estate Development,0559487129,100000,"33.349,72",Joseph,COD,179645530043623
CN-01257,Falcon Builders LLC,0593128484,10000,31671.06,Joseph,30 days,106147312519402
CN-01258,Oasis Fit-out Co,0536110063,,17437.12,Anwar,60 days,131140629597167
CN-01259,Capital Real Estate Development,0518488703,50000,AED 18843.39,Mahmoud,90 days,110645675496125
CN-01260,Union Construction Co,0520399447,25000,43994.97,Khaled,COD,112839813633249
CN-01261,Union Contracting LLC,0599212511,100000,"2,984.44",Suresh,COD,102328157222576
CN-01262,Emirates Builders LLC,0510850348,,"29.961,91",Khaled,Cash,107561136045745
CN-01263,Gulf Real Estate Development,0546215412,25000,27381.32,Anwar,30 days,139894584884110
CN-01264,Desert Real Estate Development,0565422043,100000,-,Rakesh,90 days,
CN-01265,National MEP Services,0544786293,,AED 25480.03,Suresh,30 days,116309404973666
