namePrimary,nameSecondary,sku,barcode,categoryCode,taxGroup,trackingType,cost,sellPrice,baseUnit,brand,partNumber,reorderLevel,valuationMethod,wholesalePrice
Bosch Aluminium Ladder 18 Gauge,سلالم ألمنيوم 18 Gauge,HW-101444,6832063960796,CAT091,,none,10.378,KD 15.333,PCS,Bosch,BOS-17951,50,fifo,11.332
Truper Grinding Disc 12mm,,HW-101445,6439087108118,CAT065,,none,9.817,13.978,PCS,Truper,TRU-29062,20,wac,11.649
gulf star door hinge 22 gauge,مفصلات أبواب 22 Gauge,HW-101446,6683814977143,CAT075,,none,19.298,25.127,PC,,,20,wac,22.710
Tolsen Long Nose Pliers 3/8 inch  ,زرادية 3/8 inch,HW-101447,6965774749681,CAT012,,none,19.802,25.896,PCS,Tolsen,TOL-79929,'50,wac,22.914
Al-Fanar Laser Level Medium,ميزان ليزر Medium,HW-101448,6430688176097,CAT088,,none,0.614,0.749,PCS,Al-Fanar,AL--45630,5,wac,0.700
Yato Garden Cart 1500W,عربات حديقة 1500W,HW-101449,6897761070902,CAT084,,none,24.773,34.716,pcs,,YAT-84455,5,wac,KD 27.079
Al-Fanar Pipe Sealant 25Kg,شريط لحام وسدادات 25kg,HW-101450,6286082814356,CAT035,,none,11.975,15.625,PCS,Al-Fanar,AL--18242,20,wac,13.883
Stanley Platform Ladder 24 Gauge,سلالم منصة 24 Gauge,HW-101451,6522449077160,CAT093,,none,19.334,28.773,pcs,Stanley,STA-43961,25,wac,21.596
BOSCH TOOL KIT 12MM PIECES,طقم عدة 12mm,HW-101452,6698374662204,CAT016,,none,KD 5.382,8.248,Pieces,Bosch,BOS-87370,15,wac,6.159
Truper Step Stool Small,مقاعد درج Small,HW-101453,6976172944932,CAT092,,none,15.915,19.220,pc,Truper,TRU-43217,20,fifo,18.518
Stanley Construction Adhesive 10Mm,لاصق إنشائي 10mm,HW-101454,6819635110193,CAT059,,batch,0.154,0.204,PCS,,,25,wac,0.168
Gulf Star Grinding Disc Medium,أقراص جلخ Medium,HW-101455,6380029528630,CAT065,,none,4.837,6.401,Pieces,Gulf Star,GUL-77402,25,wac,5.229
Hilti Common Nail 16Mm,مسامير 16mm,HW-101456,6298153862252,CAT025,,none,13.291,17.600,PCS,Hilti,HIL-43562,25,wac,14.557
Bosch Thermal Insulation Sheet XL,عزل XL,HW-101457,6323345199224,CAT070,,none,11.752,16.739,PC,Bosch,BOS-82172,50,wac,13.793
Metabo Flood Light 1/2 inch,إنارة 1/2 inch,HW-101458,6548927578206,CAT040,,none,16.239,23.636,Pieces,Metabo,MET-87255,20,wac,17.678
Total Steel Toe Safety Boots 450W,أحذية سلامة 450W,HW-101459,6413483957299,CAT053,,none,9.698,12.369,PCS,Total,TOT-43276,20,wac,10.959
  Ridgid Door Handle 1200W,,HW-101460,6448756877018,CAT077,,none,11.127,15.211,PC,Ridgid,RID-55097,50,wac,12.661
Skil Sandpaper Sheet 50kg,ورق صنفرة 50kg,HW-101461,6802152171949,CAT064,,none,7.885,11.907,pc,Skil,SKI-8479,20,wac,8.634
Hilti Spray Paint Can 20L,بخاخ دهان 20L,HW-101462,6979867856892,CAT047,,batch,13.797,19.452,Pieces,Hilti,,5,fifo,KD 15.955
Crown PPR Pipe 5kg,مواسير بي بي آر 5kg,HW-101463,6230887372987,CAT031,,none,20.820,31.072,PCS,Crown,CRO-3713,25,wac,23.368
DeWalt Extension Cord Small,وصلات كهرباء Small,HW-101464,6948949323205,CAT042,,none,14.557,KWD 22.523,PC,DeWalt,DEW-83249,50,wac,17.175
Al-Fanar Pipe Sealant 20mm  ,شريط لحام وسدادات 20mm,HW-101465,6323725673629,CAT035,,none,173.602,268.629,PCS,Al-Fanar,AL--52403,15,wac,207.485
"Total Door Hinge 5kg,",,HW-101466,6953505237578,CAT075,,none,12.223,KWD 18.482,Nos,Total,TOT-96155,5,wac,13.257
Makita Work Gloves 9L,قفازات 9L,HW-101467,6844663960080,CAT052,,none,24.114,34.291,PCS,Makita,MAK-82481,5,wac,26.225
  Gulf Star Pop Rivet 18L,مسامير برشام 18L,HW-101468,6471535653298,CAT026,,none,KD 15.242,23.300,PCS,Gulf Star,GUL-23253,15,wac,18.028
Makita Thermal Insulation Sheet Large,,HW-101469,6723456018787,CAT070,,none,22.849,31.805,PCS,Makita,,50,wac,25.133
Crown Garden Hose 1kg,خراطيم ورشاشات 1kg,HW-101470,6333908944584,CAT082,,none,12.460,17.648,Nos,Crown,CRO-23609,5,fifo,14.731
Ridgid Door Handle 12mm,مقابض أبواب 12mm,HW-101471,6869635335839,CAT077,,none,24.550,35.892,PCS,Ridgid,RID-53580,50,fifo,29.301
Total Copper Elbow 16mm,,HW-101472,6436097177860,CAT030,,none,288.797,366.609,PCS,Total,TOT-36277,'25,fifo,317.483
Skil Tile Adhesive Bag 2000W,لاصق بلاط 2000W,HW-101473,6220915470064,CAT071,,none,12.356,15.051,pcs,Skil,SKI-97912,20,wac,KWD 14.115
Crown Machine Screw 650W,,HW-101474,6193497296415,CAT020,,none,21.985,27.141,PCS,Crown,CRO-23177,10,wac,24.652
Yato Safety Helmet 2000W,خوذات 2000W,HW-101475,6339362863499,CAT051,,none,KWD 7.403,9.407,pc,Yato,YAT-32549,25,wac,8.271
Yato Wall Switch 18 Gauge,مفاتيح وأفياش 18 Gauge,HW-101476,6982251103259,CAT038,,none,9.389,11.829,PCS,Yato,YAT-28727,50,wac,10.835
Ingco Dust Mask Respirator 16 Gauge,أقنعة تنفس 16 Gauge,HW-101477,6831229342495,CAT056,,none,2.507,3.869,Pieces,Ingco,ING-32254,15,wac,2.813
Al-Fanar Epoxy Adhesive 2000W,إيبوكسي 2000W,HW-101478,6500114905544,CAT060,,batch,6.226,8.695,PCS,Al-Fanar,AL--20534,5,fifo,7.353
DeWalt Combination Wrench 50kg,مفاتيح ربط 50kg,HW-101479,6734334512354,CAT010,,none,5.085,6.329,PCS,DeWalt,DEW-28319,5,wac,5.749
Hilti LED Bulb 40mm,إنارة 40mm,HW-101480,6283565453384,CAT040,,none,24.260,28.939,PCS,Hilti,HIL-32977,5,wac,27.892
Tolsen  Electrical Cable 6mm,,HW-101481,6309957068455,CAT037,,none,9.880,14.678,PCS,Tolsen,TOL-38639,25,wac,KD 11.380
GULF STAR DIGGING SPADE SMALL,مجارف Small,HW-101482,6441268624288,CAT081,,none,12.882,16.951,PCS,Gulf Star,,25,wac,13.982
Hitachi Wood Chisel 16mm,إزميل 16mm,HW-101483,6468213554594,CAT015,,none,22.117,31.749,pcs,Hitachi,HIT-97834,25,wac,KD 24.662
Yato Door Handle 32mm,مقابض أبواب 32mm,HW-101484,6662070146036,CAT077,,none,23.328,31.459,PCS,,,20,fifo,26.725
Metabo Thermal Insulation Sheet 16 Gauge,عزل 16 Gauge,HW-101485,6333728417192,CAT070,,none,0.328,0.422,PCS,Metabo,MET-99786,10,fifo,0.390
Sata Spirit Level 900W,ميزان مياه 900W,HW-101486,6336377655199,CAT087,,none,12.190,14.779,PCS,Sata,SAT-49217,50,wac,13.301
Gulf Star Locking Pliers 50kg,زرادية 50kg,HW-101487,6229958352838,CAT012,,none,2.533,3.066,Nos,Gulf Star,GUL-87642,50,wac,2.946
Hilti Work Gloves 9L,قفازات 9L,HW-101488,6450613364636,CAT052,,none,14.274,20.217,Pieces,Hilti,HIL-76403,10,wac,16.485
Truper LED Bulb 20L,إنارة 20L,HW-101489,6646580118154,CAT040,,none,4.485,6.291,PCS,Truper,TRU-22897,10,wac,5.120
Tolsen Ball Valve 3/8 inch,,HW-101490,6108526857157,CAT032,,none,45.428,64.211,PCS,Tolsen,TOL-69178,15,wac,53.061
Stanley Electric Planer 1/2 inch,,HW-101491,6695789419971,CAT006,,none,18.180,21.848,PCS,Stanley,STA-17506,10,wac,21.527
Truper Epoxy Adhesive 50kg,إيبوكسي 50kg,HW-101492,6423625849288,CAT060,,batch,26.470,35.891,PCS,Truper,TRU-98223,25,wac,KWD 30.082
Ridgid Machine Screw 1500W,براغي آلات 1500W,HW-101493,6381350049161,CAT020,,none,15.725,23.611,Nos,Ridgid,RID-68422,20,fifo,18.766
Ingco Construction Adhesive 1/2 inch,لاصق إنشائي 1/2 inch,HW-101494,6744370376947,CAT059,,batch,6.688,8.700,pc,Ingco,,10,wac,7.910
Yato Self Tapping Screw Medium,براغي ذاتية التنصيت Medium,HW-101495,6694176091245,CAT021,,none,5.791,KWD 7.957,Nos,Yato,YAT-85078,20,fifo,KD 6.747
Al-Fanar Welding Electrode 650W,أسياخ لحام 650W,HW-101496,6408765847966,CAT095,,none,14.786,18.617,PCS,Al-Fanar,AL--63899,15,wac,16.255
DeWalt Plastic Water Tank 3/4 inch,,HW-101497,6137567201426,CAT034,,none,4.484,5.518,PCS,DeWalt,,25,wac,4.957
Skil Thermal Insulation Sheet Small,عزل Small,HW-101498,6286637784476,CAT070,,none,22.678,33.953,PCS,,SKI-22600,10,wac,26.678
Karcher Work Gloves 18 Gauge,قفازات 18 Gauge,HW-101499,6386192720353,CAT052,,none,2.366,KWD 3.597,PCS,Karcher,KAR-45716,15,wac,2.593
Crown Epoxy Adhesive 900W,إيبوكسي 900W,HW-101500,6359390011051,CAT060,,batch,3.766,4.774,Nos,Crown,CRO-78847,10,wac,4.313
Gulf Star Wheelbarrow 1L,عربات يدوية 1L,HW-101501,6965887613156,CAT073,,none,4.379,6.455,PCS,Gulf Star,GUL-77235,10,fifo,4.976
 Tolsen Tile Adhesive Bag 450W ,لاصق بلاط 450W,HW-101502,6101221215740,CAT071,,none,6.043,7.983,PCS,Tolsen,TOL-46766,20,wac,6.578
Total Door Hinge XL,مفصلات أبواب XL,HW-101503,6535349051753,CAT075,,none,15.210,18.805,PCS,Total,TOT-3517,5,wac,KD 17.606
"Ingco  MIG Welder 5kg,",ماكينات لحام 5kg,HW-101504,6840025136680,CAT008,,none,6.009,7.179,PCS,Ingco,ING-40578,20,wac,KWD 6.825
Al-Fanar ARC Welding Machine 20L,ماكينات لحام 20L,HW-101505,6193311596581,CAT008,,none,2.630,3.574,Pieces,Al-Fanar,AL--11354,50,wac,3.004
Makita Plastic Water Tank 24 Gauge,خزانات مياه 24 Gauge,HW-101506,6473468804289,CAT034,,none,6.071,9.395,PCS,Makita,MAK-69741,50,wac,6.812
Hilti Combination Pliers 1L,زرادية 1L,HW-101507,6977508852714,CAT012,,none,15.831,19.487,PCS,Hilti,HIL-35483,10,wac,KWD 18.271
Stanley Steel Toe Safety Boots 1/2 inch,أحذية سلامة 1/2 inch,HW-101508,6651810415699,CAT053,,none,24.585,KD 34.245,PCS,Stanley,STA-97396,5,wac,28.894
Sata Door Hinge 1kg,مفصلات أبواب 1kg,HW-101509,6477687628920,CAT075,,none,18.625,22.905,pc,Sata,SAT-88389,10,fifo,20.838
Makita Garden Hose 750W,خراطيم ورشاشات 750W,HW-101510,6927545915783,CAT082,,none,KD 11.389,15.274,PCS,Makita,MAK-18639,50,wac,13.075
Black+Decker MCB Circuit Breaker 20L,قواطع كهربائية 20L,HW-101511,6342403787855,CAT039,,none,13.443,16.072,PCS,Black+Decker,BLA-46831,10,wac,15.022
  Total Tool Kit 20 Gauge Pieces,طقم عدة 20 Gauge,HW-101512,6717418326466,CAT016,,none,15.062,18.550,pc,Total,TOT-4529,50,wac,16.892
Sata Flexible Wire 4L,كابلات وأسلاك 4L,HW-101513,6919989083291,CAT037,,none,KD 1.399,1.658,PC,Sata,SAT-5036,10,fifo,1.590
Karcher Inverter Generator 10kg,مولدات كهرباء 10kg,HW-101514,6146612803881,CAT007,,none,23.147,32.745,PCS,Karcher,KAR-24412,5,wac,26.723
Makita Inverter Generator XL,,HW-101515,6929669160311,CAT007,,none,23.590,35.364,PCS,Makita,MAK-59192,20,fifo,27.949
Stanley Enamel Paint Medium,دهان زيتي Medium,HW-101516,6824874609099,CAT045,,batch,14.602,20.002,PCS,Stanley,STA-20133,15,fifo,17.260
Stanley Grinding Disc XL,,HW-101517,6936098157176,CAT065,,none,187.329,251.566,PCS,Stanley,STA-44951,20,fifo,210.398
Yato  Step Stool 24 Gauge.,مقاعد درج 24 Gauge,HW-101518,6374730388785,CAT092,,none,8.208,12.399,PC,Yato,,15,wac,KWD 9.174
Stanley Garden Cart 18L,عربات حديقة 18L,HW-101519,6463554058018,CAT084,,none,24.664,33.255,PCS,Stanley,STA-68850,20,wac,28.430
Ingco Steel Chain 16mm,,HW-101520,6676727832689,CAT079,,none,11.220,13.534,PCS,Ingco,,20,wac,12.481
Truper Welding Gloves 1L,ملحقات لحام 1L,HW-101521,6529133698679,CAT096,,none,3.588,4.313,PCS,Truper,TRU-47322,20,wac,4.072
Crown Paint Thinner 6Mm,تنر 6mm,HW-101522,6796998651556,CAT049,,batch,14.766,20.545,PCS,Crown,,20,wac,17.660
Black+Decker Galvanized Metal Sheet 18L,صفائح معدنية 18L,HW-101523,6467501460673,CAT097,,none,15.827,KD 22.082,PCS,Black+Decker,BLA-3373,5,wac,18.980
Hitachi Wall Switch 5kg,مفاتيح وأفياش 5kg,HW-101524,6260240958636,CAT038,,none,6.142,8.673,PCS,Hitachi,HIT-61664,5,wac,6.765
Hilti Welding Mask 1/4 inch,ملحقات لحام 1/4 inch,HW-101525,6324911883854,CAT096,,none,289.342,375.922,PCS,Hilti,HIL-51019,10,wac,336.661
 Yato Self Tapping Screw XL ,براغي ذاتية التنصيت XL,HW-101526,6378243040425,CAT021,,none,21.362,26.898,PCS,Yato,YAT-23984,10,wac,25.589
 Stanley Gate Valve Medium ,صمامات Medium,HW-101527,6994795901423,CAT032,,none,2.369,2.953,PCS,Stanley,STA-8417,15,wac,2.587
Ridgid Self Tapping Screw 3/8 inch,براغي ذاتية التنصيت 3/8 inch,HW-101528,6474672577817,CAT021,,none,17.413,25.626,PCS,Ridgid,,50,fifo,19.329
Metabo MCB Circuit Breaker 40mm,قواطع كهربائية 40mm,HW-101529,6344739004854,CAT039,,none,20.503,31.141,PCS,Metabo,MET-22858,10,wac,24.436
Ingco Plastic Water Tank 25Mm,خزانات مياه 25mm,HW-101530,6262374860021,CAT034,,none,6.998,8.848,PCS,Ingco,ING-92285,10,wac,7.932
Hilti Basin Tap 10kg,حنفيات وخلاطات 10kg,HW-101531,6181411044751,CAT033,,none,20.433,29.922,PCS,Hilti,HIL-81892,5,wac,23.488
RIDGID DUST MASK RESPIRATOR 1500W,أقنعة تنفس 1500W,HW-101532,6280263540286,CAT056,,none,13.776,21.190,PCS,Ridgid,,10,wac,15.524
Hilti Adjustable Wrench 3/8 inch,مفاتيح ربط 3/8 inch,HW-101533,6433837806901,CAT010,,none,20.954,30.562,PCS,Hilti,HIL-55932,50,fifo,22.674
Gulf Star Wall Plug 20L,مثبتات جدارية 20L,HW-101534,6124696822062,CAT024,,none,8.159,10.774,PCS,Gulf Star,GUL-16801,20,wac,9.480
Metabo Inverter Generator 25mm,,HW-101535,6345586797038,CAT007,,none,9.616,12.680,PCS,Metabo,MET-1464,15,wac,KD 11.079
Skil Welding Electrode 4L,أسياخ لحام 4L,HW-101536,6188294698583,CAT095,,none,9.876,12.343,Nos,Skil,SKI-2740,15,wac,10.884
Black+Decker Super Glue 3/8 inch,لاصق سريع 3/8 inch,HW-101537,6697503484185,CAT061,,batch,KD 6.593,8.370,PCS,Black+Decker,BLA-88883,20,wac,7.399
Skil Hand Saw 5Kg,مناشير يدوية 5kg,HW-101538,6555179392398,CAT014,,none,6.442,9.376,PCS,Skil,SKI-52947,25,wac,7.027
Makita Steel Toe Safety Boots 22 Gauge,أحذية سلامة 22 Gauge,HW-101539,6758248336519,CAT053,,none,14.321,20.737,PCS,Makita,,15,wac,15.903
Yato Angle Grinder 10kg,صنفرة زاوية 10kg,HW-101540,6121603048424,CAT003,,none,1.125,1.739,PCS,Yato,YAT-65716,10,wac,1.313
Bosch Platform Ladder 1L,سلالم منصة 1L,HW-101541,6797916271684,CAT093,,none,24.657,32.645,pc,Bosch,BOS-83898,50,wac,27.666
Crown ARC Welding Machine 16 Gauge,ماكينات لحام 16 Gauge,HW-101542,6707853607360,CAT008,,none,11.526,17.119,PCS,Crown,CRO-21988,20,wac,12.489
Gulf Star Super Glue 22 Gauge,لاصق سريع 22 Gauge,HW-101543,6157262374146,CAT061,,batch,10.633,13.371,PCS,Gulf Star,GUL-47531,50,wac,12.191
Karcher Wood Chisel 10mm,إزميل 10mm,HW-101544,6746699006393,CAT015,,none,13.689,16.357,pc,Karcher,KAR-87578,20,wac,15.717
Gulf Star Safety Goggles 10kg,نظارات واقية 10kg,HW-101545,6645004517825,CAT054,,none,KWD 10.311,15.504,PC,Gulf Star,GUL-30080,10,fifo,12.303
Black+Decker Spring Washer Large,حلقات Large,HW-101546,6351851643656,CAT023,,none,4.418,5.358,PCS,Black+Decker,BLA-43996,25,fifo,5.179
Stanley Wall Primer 3/4 inch,برايمر 3/4 inch,HW-101547,6417309170528,CAT046,,batch,KWD 18.311,27.992,PCS,Stanley,STA-26878,15,wac,19.997
Gulf Star Locking Pliers 32mm,زرادية 32mm,HW-101548,6544033248971,CAT012,,none,15.604,21.902,PCS,Gulf Star,GUL-92366,20,wac,17.132
Metabo Jigsaw XL,,HW-101549,6156850395221,CAT005,,none,11.649,16.548,PCS,Metabo,MET-19880,50,fifo,13.027
Stanley Spray Paint Can 20L,بخاخ دهان 20L,HW-101550,6941099102033,CAT047,,batch,15.045,20.017,PCS,Stanley,STA-54584,15,fifo,16.441
Gulf Star Epoxy Adhesive 3/8 inch,إيبوكسي 3/8 inch,HW-101551,6877446459954,CAT060,,batch,23.203,KD 29.094,PCS,Gulf Star,GUL-31367,'50,wac,25.394
Hilti Tool Kit 1500W Pieces,طقم عدة 1500W,HW-101552,6494758363077,CAT016,,none,24.650,37.628,PCS,Hilti,HIL-19700,10,wac,KD 28.089
Gulf Star Machine Screw 9L,,HW-101553,6154132596737,CAT020,,none,5.377,6.540,PCS,Gulf Star,GUL-72993,25,fifo,6.406
Karcher Electric Planer 25kg,,HW-101554,6124315262467,CAT006,,none,24.865,34.157,PCS,Karcher,KAR-51094,5,wac,28.384
Skil LED Bulb Medium,إنارة Medium,HW-101555,6642899901805,CAT040,,none,17.078,26.134,PCS,Skil,,5,fifo,19.509
Hitachi Thermal Insulation Sheet 4L.,عزل 4L,HW-101556,6644044853292,CAT070,,none,16.906,22.140,PCS,Hitachi,HIT-49542,10,fifo,19.758
DeWalt Hex Nut 18 Gauge,صواميل وبراغي 18 Gauge,HW-101557,6369084409086,CAT022,,none,7.220,8.694,PCS,DeWalt,DEW-73896,5,wac,7.831
SATA POWER SOCKET 50KG,مفاتيح وأفياش 50kg,HW-101558,6116022254544,CAT038,,none,23.510,32.164,PCS,Sata,SAT-41438,25,wac,26.198
Crown  Safety Helmet Small,خوذات Small,HW-101559,6559118614959,CAT051,,none,KWD 17.305,22.097,PCS,Crown,CRO-87896,50,wac,19.628
Ridgid Pvc Pipe 2000W.,مواسير بي في سي 2000W,HW-101560,6248197087154,CAT029,,none,16.901,23.031,PCS,Ridgid,RID-30841,5,wac,18.496
Sata Epoxy Adhesive Large,,HW-101561,6185572477808,CAT060,,batch,15.661,KD 19.217,pc,Sata,SAT-40335,'20,wac,18.732
Hitachi Grinding Disc Small,أقراص جلخ Small,HW-101562,6282359993036,CAT065,,none,3.243,KWD 3.850,pcs,Hitachi,HIT-10819,15,wac,3.783
DeWalt Kitchen Mixer 22 Gauge,حنفيات وخلاطات 22 Gauge,HW-101563,6955772352739,CAT033,,none,6.210,8.135,PC,DeWalt,DEW-97745,10,fifo,6.953
Makita Laser Level 12mm,ميزان ليزر 12mm,HW-101564,6806768486771,CAT088,,none,21.074,25.396,PCS,Makita,MAK-58678,20,wac,23.385
al-fanar tool kit small pieces,طقم عدة Small,HW-101565,6498950675846,CAT016,,none,16.644,24.622,PCS,Al-Fanar,AL--52703,5,wac,19.399
Sata Combination Pliers 750W,,HW-101566,6242716676447,CAT012,,none,4.376,5.662,Pieces,Sata,SAT-42361,50,wac,4.759
"Makita Machine Screw Large,",براغي آلات Large,HW-101567,6245654214880,CAT020,,none,2.005,3.072,PCS,Makita,MAK-41700,5,fifo,2.210
Ridgid Tape Measure 16 Gauge,أشرطة قياس 16 Gauge,HW-101568,6705653916877,CAT086,,none,16.389,25.024,PCS,Ridgid,RID-38164,20,wac,18.364
Ingco Self Tapping Screw 16mm,براغي ذاتية التنصيت 16mm,HW-101569,6917676196136,CAT021,,none,24.027,33.863,PCS,Ingco,ING-9284,5,wac,26.011
Hilti Self Tapping Screw 32mm,براغي ذاتية التنصيت 32mm,HW-101570,6639672484924,CAT021,,none,11.633,14.259,PCS,Hilti,HIL-4767,50,wac,13.744
Bosch Claw Hammer 4L,,HW-101571,6646637364923,CAT013,,none,24.496,30.303,PCS,Bosch,BOS-55653,50,wac,29.022
Makita PU Foam Filler XL,رغوة عازلة XL,HW-101572,6134431045374,CAT062,,batch,14.071,21.694,pc,Makita,MAK-43008,15,fifo,15.216
Ingco Gate Valve 650W,صمامات 650W,HW-101573,6265450962585,CAT032,,none,20.423,26.366,PCS,Ingco,ING-62126,50,fifo,23.784
Hitachi Epoxy Adhesive 50mm,إيبوكسي 50mm,HW-101574,6669462661810,CAT060,,batch,KD 4.919,7.110,pc,Hitachi,HIT-33141,20,wac,5.547
Al-Fanar Claw Hammer 1500W,مطارق 1500W,HW-101575,6285748852779,CAT013,,none,12.945,KD 17.233,PCS,Al-Fanar,AL--39040,10,wac,15.429
"Makita Cutting Disc 50kg,",أقراص قطع 50kg,HW-101576,6950187150673,CAT066,,none,KD 16.986,25.951,pcs,Makita,MAK-60542,20,fifo,18.415
Bosch  Work Gloves 10kg,قفازات 10kg,HW-101577,6308832222707,CAT052,,none,15.190,21.305,PCS,Bosch,BOS-59900,5,wac,16.473
DeWalt Vernier Caliper 18L,فرجار قياس 18L,HW-101578,6615927178059,CAT089,,none,12.760,17.459,PCS,DeWalt,DEW-5351,5,wac,14.672
Gulf Star Sprinkler Head 3/8 inch,خراطيم ورشاشات 3/8 inch,HW-101579,6787769692273,CAT082,,none,10.141,12.656,pc,Gulf Star,GUL-38255,15,fifo,11.627
SATA BALL VALVE 22 GAUGE  ,صمامات 22 Gauge,HW-101580,6334203536714,CAT032,,none,250.516,298.666,PCS,Sata,SAT-71905,5,wac,294.006
Makita Phillips Screwdriver 4L,مفكات 4L,HW-101581,6846603338344,CAT011,,none,18.188,23.527,PCS,Makita,,20,wac,21.575
Ingco Hi-Vis Safety Vest 5kg,سترات عاكسة 5kg,HW-101582,6904913265819,CAT055,,none,12.182,18.322,PC,Ingco,ING-71453,20,wac,14.362
Hitachi Wood Screw 1200W,براغي خشب 1200W,HW-101583,6824569585549,CAT019,,none,23.088,28.677,PCS,Hitachi,HIT-89932,5,wac,26.230
METABO WORK GLOVES 20 GAUGE,قفازات 20 Gauge,HW-101584,6633396725755,CAT052,,none,224.206,327.552,Pieces,Metabo,MET-34752,50,wac,248.887
Tolsen Steel Toe Safety Boots 20L,أحذية سلامة 20L,HW-101585,6200678935294,CAT053,,none,9.496,11.965,PCS,Tolsen,TOL-21259,25,fifo,10.719
hitachi sprinkler head xl,خراطيم ورشاشات XL,HW-101586,6732751883798,CAT082,,none,7.708,10.329,PC,Hitachi,HIT-74717,50,wac,8.867
sata construction adhesive 3/4 inch,لاصق إنشائي 3/4 inch,HW-101587,6532503535200,CAT059,,batch,4.128,5.348,PCS,Sata,SAT-7549,5,wac,4.640
Sata Enamel Paint 750W,,HW-101588,6291257634805,CAT045,,batch,21.641,26.214,PCS,Sata,SAT-73052,'50,wac,25.941
Total Concrete Nail 25mm,مسامير 25mm,HW-101589,6589052721889,CAT025,,none,12.109,16.468,PCS,Total,TOT-47496,50,wac,13.958
Total Safety Helmet 10kg,خوذات 10kg,HW-101590,6170399366306,CAT051,,none,24.088,33.086,PCS,Total,TOT-26050,10,wac,26.376
Al-Fanar Super Glue 50kg,,HW-101591,6939719336652,CAT061,,batch,23.600,36.488,PCS,Al-Fanar,AL--71529,10,wac,25.699
Ridgid Portable Generator 25kg,مولدات كهرباء 25kg,HW-101592,6196205086464,CAT007,,none,2.560,3.833,PCS,Ridgid,RID-11360,20,fifo,2.916
Hitachi Angle Grinder 20L,صنفرة زاوية 20L,HW-101593,6441141722892,CAT003,,none,11.293,13.715,PCS,Hitachi,,5,wac,12.820
Crown PVC Pipe 3/4 inch,مواسير بي في سي 3/4 inch,HW-101594,6967492803992,CAT029,,none,7.532,9.488,PCS,Crown,CRO-36470,20,wac,8.495
Yato Emulsion Paint 50kg,,HW-101595,6742466020885,CAT044,,batch,10.893,15.552,PCS,Yato,YAT-71726,50,wac,KD 12.998
Gulf Star Gate Valve 24 Gauge,صمامات 24 Gauge,HW-101596,6527993134880,CAT032,,none,6.381,8.471,PCS,Gulf Star,,10,wac,7.431
Al-Fanar Door Lock 3/4 inch,أقفال 3/4 inch,HW-101597,6782435241346,CAT076,,none,4.796,KWD 5.790,PCS,Al-Fanar,AL--37491,50,wac,KD 5.196
Ingco Teflon Tape 750W,شريط لحام وسدادات 750W,HW-101598,6505658465878,CAT035,,none,281.666,410.225,Pieces,Ingco,ING-60200,15,wac,312.183
Black+Decker Galvanized Metal Sheet 1/2 inch,صفائح معدنية 1/2 inch,HW-101599,6738083273942,CAT097,,none,10.690,14.260,PCS,Black+Decker,BLA-86254,20,fifo,12.789
gulf star ready mix mortar 1l,أسمنت وملاط 1L,HW-101600,6402965766164,CAT069,,none,21.207,29.779,PCS,Gulf Star,GUL-3525,25,wac,23.063
Ingco Portable Generator 22 Gauge,مولدات كهرباء 22 Gauge,HW-101601,6913969932727,CAT007,,none,22.532,30.737,PCS,Ingco,ING-30006,20,wac,25.506
Ingco Garden Cart 24 Gauge,عربات حديقة 24 Gauge,HW-101602,6918875769414,CAT084,,none,17.016,KWD 25.181,Nos,Ingco,ING-74943,5,fifo,18.535
Ridgid Extension Cord 40mm,,HW-101603,6358393330371,CAT042,,none,24.102,36.507,PCS,Ridgid,RID-50323,50,wac,28.026
SATA KITCHEN MIXER 24 GAUGE,حنفيات وخلاطات 24 Gauge,HW-101604,6216480862661,CAT033,,none,2.308,KWD 2.816,Pieces,Sata,SAT-47544,50,wac,2.613
"Hitachi  Flat Washer 50mm,",حلقات 50mm,HW-101605,6950971951580,CAT023,,none,17.555,KD 21.553,PCS,Hitachi,HIT-28453,50,fifo,20.964
Al-Fanar Construction Adhesive 18L,لاصق إنشائي 18L,HW-101606,6968453460469,CAT059,,batch,6.365,9.743,PCS,Al-Fanar,AL--82832,25,wac,7.015
