Code,Name,Shuwaikh WH,Ardiya Store,Fahaheel Store,Jahra Store,Central Warehouse
ELEC-001608,LED Bulb 3/4in,39,4,18,36,16
GARD-001609,Wheelbarrow Pro,11,2,43,21,3
POWR-001610,Impact Driver Box of 100,41,7,41,5,21
WELD-001611,Welding Wire 25kg,5,3,12,29,35
ELEC-001612,Switch Box of 100,20,25,23,34,17
HAND-001613,Hammer Pro,5,11,18,42,2
HAND-001614,Utility Knife 3/4in,0,2,32,37,19
WELD-001615,Welding Mask 100mm,32,5,24,15,39
FAST-001616,Rivet 1/2in,40,39,11,12,14
PLUM-001617,Pipe Clamp 1L,16,4,9,38,41
PLUM-001618,Pipe Fitting Yellow,8,38,32,42,44
ABRA-001619,Cutting Disc 1/2in,18,28,39,30,2
SAFE-001620,Ear Muffs 1L,15,42,42,8,1
HAND-001621,Pliers Yellow,23,43,37,24,6
WELD-001622,Gas Regulator 1/2in,2,10,42,5,23
GARD-001623,Pruning Shears 10mm,2,5,37,1,39
ABRA-001624,Cutting Disc Red,36,33,28,5,21
ABRA-001625,Flap Disc Medium,14,7,27,44,38
SAFE-001626,Hi-Vis Vest 5L,22,41,45,19,34
ADHE-001627,Super Glue Pro,20,26,38,37,17
PLUM-001628,Pipe Fitting Medium,6,43,26,0,24
ABRA-001629,Cutting Disc 100mm,1,43,19,29,33
WELD-001630,Gas Regulator 100mm,29,17,41,10,27
HAND-001631,Spanner Set 25kg,14,39,39,5,7
PAINT-001632,Emulsion Paint Red,19,2,19,10,4
ABRA-001633,Cutting Disc 3/4in,21,4,19,40,39
SAFE-001634,Safety Helmet Small,44,11,14,41,24
FAST-001635,Rivet Pro,40,36,22,12,30
HAND-001636,Screwdriver 1in,45,1,38,10,10
FAST-001637,Anchor 5L,4,23,3,44,35
HAND-001638,Screwdriver 10mm,8,18,0,11,24
FAST-001639,Machine Bolt Heavy Duty,13,20,1,30,15
PAINT-001640,Emulsion Paint 12mm,41,6,42,7,31
SAFE-001641,Safety Goggles 150mm,22,32,1,12,32
GARD-001642,Wheelbarrow 8mm,28,5,5,2,5
HAND-001643,Hammer 25kg,6,27,45,25,12
FAST-001644,Rivet Yellow,37,18,5,20,32
POWR-001645,Jigsaw 1L,32,14,40,40,3
MEAS-001646,Caliper Heavy Duty,23,11,24,12,4
SAFE-001647,Safety Goggles 6mm,6,13,24,12,45
PLUM-001648,Ball Valve 6mm,25,45,4,43,45
GARD-001649,Wheelbarrow Medium,23,26,45,42,0
PAINT-001650,Primer Yellow,43,18,22,14,6
ELEC-001651,Switch 1in,24,27,10,10,33
POWR-001652,Impact Driver Large,12,36,3,21,41
ABRA-001653,Flap Disc 100mm,8,45,19,29,17
POWR-001654,Drill Yellow,9,22,9,21,30
HAND-001655,Wrench 1in,20,2,22,8,15
FAST-001656,Self-Tapping Screw 3/4in,13,32,42,15,40
HAND-001657,Utility Knife Small,13,13,32,0,12
ABRA-001658,Wire Brush 5L,43,10,44,18,45
ELEC-001659,Wall Socket 1in,26,20,28,24,44
ELEC-001660,Circuit Breaker 1/2in,24,40,21,43,14
ADHE-001661,PU Foam 1L,31,44,2,2,24
PLUM-001662,Tap Mixer 3/4in,27,24,41,33,24
FAST-001663,Washer Pro,45,37,4,40,42
ABRA-001664,Sandpaper 12mm,22,35,40,1,21
ELEC-001665,Junction Box 6mm,18,31,37,10,35
MEAS-001666,Laser Measure 100mm,5,4,5,12,14
SAFE-001667,Hi-Vis Vest 3/4in,40,27,42,9,38
WELD-001668,Welding Wire 1/2in,14,28,26,40,13
ADHE-001669,Super Glue 1L,22,39,8,7,36
WELD-001670,Gas Regulator Yellow,5,38,45,6,8
WELD-001671,Welding Mask Small,10,7,33,23,1
ABRA-001672,Grinding Wheel 6mm,10,2,19,15,20
POWR-001673,Impact Driver Large,13,31,37,5,6
GARD-001674,Shovel 150mm,28,25,20,4,17
POWR-001675,Heat Gun Small,1,10,1,17,40
WELD-001676,Welding Wire Yellow,1,29,5,29,43
ELEC-001677,LED Bulb 12mm,41,22,26,13,22
FAST-001678,Wood Screw 1L,16,23,45,42,24
FAST-001679,Self-Tapping Screw Red,9,18,27,34,14
PLUM-001680,Flexible Hose Box of 50,21,25,42,32,22
PAINT-001681,Primer Medium,6,24,38,20,1
SAFE-001682,Safety Helmet 25kg,19,33,3,9,24
GARD-001683,Shovel Large,35,27,12,45,2
ELEC-001684,Switch 5L,37,12,12,29,15
PLUM-001685,Tap Mixer 100mm,29,22,31,19,8
GARD-001686,Wheelbarrow 6mm,38,36,32,28,2
SAFE-001687,Dust Mask Blue,7,0,18,44,36
PAINT-001688,Primer 10mm,2,20,33,44,14
FAST-001689,Wood Screw Red,11,21,10,0,43
GARD-001690,Rake Red,27,41,41,20,37
WELD-001691,Gas Regulator 1L,1,30,16,1,34
PLUM-001692,Flexible Hose Box of 50,45,26,13,0,12
GARD-001693,Garden Hose Box of 100,16,26,25,8,13
FAST-001694,Rivet Large,7,10,15,45,19
POWR-001695,Circular Saw Box of 100,8,3,13,0,24
SAFE-001696,Dust Mask 3/4in,2,38,31,7,36
MEAS-001697,Laser Measure Small,12,1,6,2,22
GARD-001698,Garden Hose 1in,0,0,39,22,2
MEAS-001699,Laser Measure Heavy Duty,35,3,39,41,23
SAFE-001700,Safety Goggles 1/2in,16,6,32,14,18
ADHE-001701,Epoxy 6mm,39,17,41,1,33
ABRA-001702,Wire Brush 5L,40,12,36,15,16
POWR-001703,Jigsaw 100mm,12,0,14,6,4
HAND-001704,Pliers Box of 100,10,19,12,44,24
MEAS-001705,Caliper 1/2in,15,33,25,30,36
SAFE-001706,Work Gloves 1in,42,9,14,23,45
SAFE-001707,Safety Helmet Small,37,0,35,7,22
FAST-001708,Rivet Heavy Duty,17,32,16,45,27
PLUM-001709,Pipe Fitting 150mm,14,42,18,44,27
PLUM-001710,Flexible Hose 12mm,30,29,28,5,15
GARD-001711,Shovel Box of 50,19,31,12,19,11
ELEC-001712,Cable 2.5mm 1in,7,34,23,37,22
PAINT-001713,Emulsion Paint 100mm,1,15,30,32,45
PAINT-001714,Emulsion Paint Red,32,34,26,20,37
PLUM-001715,Pipe Fitting Medium,29,4,43,44,32
ELEC-001716,Junction Box 6mm,7,11,13,44,8
ABRA-001717,Grinding Wheel Medium,4,41,41,22,38
PAINT-001718,Primer 5L,18,19,1,18,34
WELD-001719,Welding Rod Small,22,41,15,41,21
PLUM-001720,Flexible Hose 6mm,20,26,32,22,45
PAINT-001721,Paint Roller 5L,25,40,34,32,1
MEAS-001722,Caliper 6mm,14,17,36,24,26
PAINT-001723,Primer 150mm,12,21,35,35,40
ABRA-001724,Cutting Disc Small,30,33,39,2,42
HAND-001725,Wrench 1L,15,11,8,39,29
PAINT-001726,Paint Roller 12mm,22,30,25,27,6
MEAS-001727,Spirit Level 10mm,18,45,39,45,8
ELEC-001728,Switch 12mm,35,36,33,39,28
FAST-001729,Hex Nut 8mm,38,5,39,44,12
GARD-001730,Garden Hose 10mm,38,23,43,11,25
SAFE-001731,Work Gloves 25kg,16,40,12,41,17
POWR-001732,Impact Driver Heavy Duty,23,1,29,14,13
FAST-001733,Rivet 12mm,21,35,38,23,23
FAST-001734,Self-Tapping Screw 8mm,13,0,21,37,16
ABRA-001735,Grinding Wheel 5L,4,8,28,21,5
ABRA-001736,Sandpaper Medium,5,23,15,31,19
GARD-001737,Rake 12mm,21,22,11,41,4
PLUM-001738,Pipe Clamp Pro,38,22,22,32,39
PAINT-001739,Masking Tape 3/4in,10,31,0,39,35
ABRA-001740,Flap Disc Red,29,44,19,37,33
SAFE-001741,Safety Goggles Box of 100,31,0,3,7,16
HAND-001742,Utility Knife Medium,3,22,14,39,10
PAINT-001743,Primer 8mm,15,25,20,2,20
ELEC-001744,Junction Box Yellow,20,28,10,17,5
HAND-001745,Wrench Blue,4,28,33,45,37
PLUM-001746,Pipe Clamp Medium,4,20,17,22,32
MEAS-001747,Spirit Level 150mm,10,2,38,24,2
PLUM-001748,Pipe Clamp Yellow,40,41,37,22,19
GARD-001749,Garden Hose 6mm,37,39,19,18,37
ELEC-001750,LED Bulb Box of 100,40,10,12,6,26
WELD-001751,Welding Wire 150mm,28,5,10,34,4
PLUM-001752,PVC Pipe Yellow,5,43,25,0,26
FAST-001753,Machine Bolt 1/2in,15,33,30,44,26
ADHE-001754,Super Glue 1/2in,22,42,44,11,37
FAST-001755,Hex Nut Red,37,30,16,14,22
MEAS-001756,Spirit Level 6mm,12,6,39,30,2
ABRA-001757,Grinding Wheel 150mm,36,22,39,5,0
ABRA-001758,Grinding Wheel 8mm,35,26,33,33,27
SAFE-001759,Ear Muffs 8mm,35,37,17,21,35
HAND-001760,Hammer 12mm,42,10,43,17,41
GARD-001761,Wheelbarrow 100mm,43,45,4,10,45
MEAS-001762,Spirit Level Small,32,21,45,43,33
WELD-001763,Welding Wire Small,10,29,2,3,23
ABRA-001764,Cutting Disc 6mm,39,27,36,10,35
HAND-001765,Screwdriver Large,42,7,34,6,23
MEAS-001766,Tape Measure Yellow,38,42,40,27,25
PLUM-001767,Flexible Hose 8mm,22,43,45,5,27
HAND-001768,Screwdriver Heavy Duty,34,38,13,43,14
GARD-001769,Pruning Shears Large,34,7,2,14,12
MEAS-001770,Spirit Level Red,41,26,22,8,45
PLUM-001771,Tap Mixer 10mm,26,5,35,22,43
WELD-001772,Welding Wire 1L,10,15,45,5,8
HAND-001773,Hammer Pro,17,2,25,31,22
ABRA-001774,Sandpaper 25kg,0,9,4,28,42
PAINT-001775,Primer 1L,35,21,28,20,40
HAND-001776,Screwdriver Blue,33,13,11,32,29
PLUM-001777,Flexible Hose Heavy Duty,32,21,7,8,14
PLUM-001778,Pipe Fitting Box of 50,9,35,12,28,4
WELD-001779,Welding Wire Medium,34,20,24,11,37
FAST-001780,Washer 3/4in,15,43,12,27,29
HAND-001781,Chisel 12mm,39,20,27,21,8
PAINT-001782,Paint Roller Medium,25,5,39,43,25
ADHE-001783,Epoxy 150mm,38,34,0,30,13
PAINT-001784,Primer 6mm,3,3,18,26,21
HAND-001785,Wrench Small,21,26,31,1,43
HAND-001786,Screwdriver Heavy Duty,24,12,24,23,45
ELEC-001787,Wall Socket Box of 100,45,11,16,19,31
PLUM-001788,Pipe Fitting 100mm,11,44,30,7,33
WELD-001789,Welding Wire 1in,28,0,1,10,6
GARD-001790,Wheelbarrow 10mm,1,44,4,44,2
PAINT-001791,Thinner 1L,41,43,18,5,0
HAND-001792,Utility Knife Medium,33,43,44,25,32
POWR-001793,Heat Gun 12mm,14,11,18,41,29
GARD-001794,Shovel Heavy Duty,24,6,26,39,38
WELD-001795,Welding Wire 5L,41,12,27,30,22
PAINT-001796,Thinner 3/4in,5,7,9,23,4
HAND-001797,Pliers Small,19,9,24,44,36
ABRA-001798,Sandpaper 12mm,16,25,28,19,40
WELD-001799,Welding Rod 3/4in,4,42,25,30,44
WELD-001800,Welding Wire Red,20,21,18,5,38
PLUM-001801,Tap Mixer Red,24,45,12,31,16
WELD-001802,Welding Rod Medium,11,29,7,33,13
ABRA-001803,Sandpaper 3/4in,43,38,36,36,26
HAND-001804,Wrench Large,2,31,44,3,11
ABRA-001805,Cutting Disc 100mm,27,0,8,20,36
SAFE-001806,Safety Goggles Small,29,1,37,31,39
PAINT-001807,Primer 6mm,7,32,27,18,41
GARD-001808,Wheelbarrow Small,34,29,0,33,32
ADHE-001809,PU Foam 1L,10,36,26,22,20
ELEC-001810,Switch 8mm,16,10,30,40,44
POWR-001811,Angle Grinder Heavy Duty,34,15,16,18,32
GARD-001812,Shovel Large,9,1,24,3,4
ABRA-001813,Grinding Wheel Red,2,2,41,0,31
SAFE-001814,Work Gloves Box of 100,29,20,11,38,19
ADHE-001815,Epoxy Large,29,9,15,9,40
FAST-001816,Wood Screw Box of 50,22,39,7,29,34
GARD-001817,Shovel 25kg,4,16,21,36,45
ADHE-001818,PU Foam Heavy Duty,20,14,19,29,23
PLUM-001819,PVC Pipe Blue,37,31,13,31,39
HAND-001820,Chisel 12mm,36,33,28,13,41
PLUM-001821,Flexible Hose Box of 50,39,1,0,15,31
POWR-001822,Impact Driver Large,20,41,3,26,21
GARD-001823,Garden Hose 100mm,22,14,14,3,5
SAFE-001824,Hi-Vis Vest 5L,38,43,6,24,35
PLUM-001825,Pipe Clamp 10mm,36,41,42,19,30
POWR-001826,Angle Grinder Small,39,17,9,1,36
ELEC-001827,Wall Socket Heavy Duty,10,23,9,31,39
POWR-001828,Circular Saw Heavy Duty,12,4,25,34,1
SAFE-001829,Hi-Vis Vest 1L,14,7,7,2,16
PAINT-001830,Masking Tape 3/4in,35,11,27,24,5
MEAS-001831,Laser Measure 12mm,11,35,13,3,33
HAND-001832,Wrench Medium,5,19,1,6,34
ABRA-001833,Flap Disc Box of 100,5,25,22,31,45
GARD-001834,Garden Hose Large,36,17,43,16,4
WELD-001835,Welding Mask 8mm,41,4,20,23,5
PLUM-001836,Flexible Hose 1L,13,23,16,4,8
MEAS-001837,Spirit Level Box of 50,23,12,17,26,43
SAFE-001838,Work Gloves 150mm,23,9,19,25,4
ABRA-001839,Sandpaper 5L,15,9,17,24,44
MEAS-001840,Caliper 100mm,32,13,17,38,19
FAST-001841,Self-Tapping Screw 100mm,34,38,17,26,35
POWR-001842,Heat Gun 6mm,21,40,22,41,0
SAFE-001843,Hi-Vis Vest Large,38,32,41,27,28
PAINT-001844,Thinner Yellow,7,4,24,6,2
FAST-001845,Self-Tapping Screw 1/2in,27,1,42,27,21
SAFE-001846,Hi-Vis Vest Box of 50,0,38,32,43,26
PAINT-001847,Paint Roller 1/2in,0,45,32,33,35
POWR-001848,Drill 1/2in,33,28,3,7,37
HAND-001849,Chisel Blue,29,41,30,28,7
PAINT-001850,Masking Tape Pro,38,3,33,24,12
ADHE-001851,PU Foam Box of 50,21,44,11,37,17
POWR-001852,Jigsaw Red,8,5,30,36,6
SAFE-001853,Dust Mask Large,20,18,38,37,10
ADHE-001854,Wood Glue 25kg,33,3,9,31,42
GARD-001855,Wheelbarrow Heavy Duty,41,24,15,9,1
ABRA-001856,Flap Disc 8mm,31,13,31,37,10
PLUM-001857,Flexible Hose Pro,38,15,9,34,43
MEAS-001858,Spirit Level 3/4in,0,2,11,18,4
SAFE-001859,Safety Helmet 150mm,40,28,34,32,33
ADHE-001860,Wood Glue Medium,28,29,45,33,2
SAFE-001861,Dust Mask Large,40,10,16,14,18
ELEC-001862,Junction Box 150mm,5,30,1,34,17
GARD-001863,Pruning Shears Box of 100,30,30,27,11,37
PLUM-001864,PVC Pipe 6mm,34,18,8,4,12
FAST-001865,Hex Nut 5L,12,5,9,33,38
GARD-001866,Garden Hose Blue,43,43,0,11,36
PAINT-001867,Paint Roller 3/4in,26,6,44,22,1
WELD-001868,Welding Wire 100mm,30,29,1,22,8
GARD-001869,Shovel 150mm,20,6,1,34,4
ABRA-001870,Grinding Wheel 1in,37,18,18,10,33
ELEC-001871,Cable 2.5mm 150mm,20,38,9,27,39
POWR-001872,Sander 100mm,35,17,3,14,15
MEAS-001873,Caliper 25kg,31,45,24,20,41
PLUM-001874,PVC Pipe 1/2in,33,0,32,28,42
GARD-001875,Wheelbarrow 5L,40,26,37,37,8
ELEC-001876,Junction Box 5L,4,12,26,30,1
PLUM-001877,PVC Pipe 1L,14,19,35,21,1
PLUM-001878,Tap Mixer Pro,35,35,20,4,27
FAST-001879,Rivet 150mm,36,16,32,17,43
HAND-001880,Chisel 1L,18,12,38,16,23
ELEC-001881,LED Bulb Small,31,31,9,30,7
ELEC-001882,LED Bulb Small,0,9,43,24,13
FAST-001883,Wood Screw Box of 50,16,31,6,18,1
POWR-001884,Drill 25kg,30,41,5,12,44
PAINT-001885,Thinner 12mm,6,8,31,41,5
FAST-001886,Anchor Pro,31,2,43,4,41
POWR-001887,Impact Driver 150mm,22,9,36,3,33
GARD-001888,Shovel 3/4in,14,33,27,28,37
SAFE-001889,Dust Mask Small,5,12,24,30,7
HAND-001890,Spanner Set Heavy Duty,8,28,44,40,15
WELD-001891,Welding Wire Pro,0,25,17,11,23
PLUM-001892,Ball Valve 8mm,16,26,9,16,33
GARD-001893,Pruning Shears 12mm,37,45,32,40,34
PLUM-001894,Pipe Clamp 150mm,4,2,11,6,11
PLUM-001895,Pipe Fitting 8mm,40,18,26,33,23
ABRA-001896,Flap Disc 12mm,21,30,41,35,19
ADHE-001897,PU Foam 1in,30,15,23,8,13
ABRA-001898,Grinding Wheel 150mm,5,10,13,26,9
HAND-001899,Chisel Heavy Duty,32,1,3,42,25
HAND-001900,Hammer Red,45,25,33,22,6
GARD-001901,Pruning Shears 12mm,42,40,14,9,4
GARD-001902,Pruning Shears 5L,33,5,3,17,25
POWR-001903,Heat Gun 10mm,35,20,3,38,2
PAINT-001904,Emulsion Paint Blue,7,4,29,33,2
ELEC-001905,Switch Yellow,7,42,1,25,39
ADHE-001906,PU Foam 150mm,45,35,12,37,26
WELD-001907,Welding Mask Pro,8,26,43,33,12
ABRA-001908,Cutting Disc Red,25,28,32,36,37
POWR-001909,Impact Driver 1L,43,13,40,12,13
ABRA-001910,Wire Brush 150mm,12,0,4,39,30
PLUM-001911,Flexible Hose 1L,18,2,15,38,21
WELD-001912,Welding Rod Blue,20,29,30,2,0
WELD-001913,Welding Wire 6mm,1,35,24,9,45
ELEC-001914,Wall Socket 5L,0,11,14,19,39
PAINT-001915,Thinner Small,1,0,17,26,31
ADHE-001916,Epoxy Pro,42,3,45,20,4
ADHE-001917,Epoxy 12mm,8,36,36,13,16
ELEC-001918,Circuit Breaker Yellow,10,33,4,7,32
PAINT-001919,Masking Tape 1/2in,30,16,24,13,35
PLUM-001920,Ball Valve 10mm,27,34,43,31,5
ABRA-001921,Flap Disc Medium,15,7,8,29,43
PLUM-001922,Pipe Fitting Pro,24,7,30,42,20
POWR-001923,Angle Grinder 100mm,37,10,2,2,30
GARD-001924,Rake 1L,0,2,21,13,40
ADHE-001925,PU Foam 150mm,44,8,14,39,6
ELEC-001926,Wall Socket Pro,40,34,3,34,13
GARD-001927,Garden Hose Heavy Duty,18,8,0,19,16
MEAS-001928,Laser Measure Blue,32,42,3,23,39
PAINT-001929,Primer Red,12,42,33,27,33
ELEC-001930,Junction Box 100mm,27,44,34,42,6
HAND-001931,Pliers 5L,26,18,3,45,26
FAST-001932,Machine Bolt 25kg,17,31,23,32,13
WELD-001933,Welding Rod Box of 50,36,20,2,21,12
GARD-001934,Garden Hose Box of 100,22,39,34,16,30
POWR-001935,Jigsaw 100mm,22,20,19,10,23
FAST-001936,Machine Bolt 1/2in,32,36,40,20,12
ELEC-001937,Junction Box 1/2in,2,23,44,10,2
ADHE-001938,Epoxy 1L,23,12,6,24,37
ADHE-001939,PU Foam 5L,6,5,36,17,34
HAND-001940,Hammer 1/2in,45,6,17,10,22
PLUM-001941,Tap Mixer 6mm,28,0,21,39,36
GARD-001942,Shovel 1in,28,20,45,13,41
HAND-001943,Hand Saw 25kg,13,30,39,45,38
PLUM-001944,Ball Valve Medium,41,33,40,34,2
GARD-001945,Pruning Shears 12mm,18,8,32,17,18
HAND-001946,Screwdriver 3/4in,34,43,8,25,36
ABRA-001947,Sandpaper 3/4in,29,27,33,30,0
HAND-001948,Chisel Small,43,15,6,36,39
POWR-001949,Heat Gun 100mm,5,7,7,11,28
MEAS-001950,Laser Measure 5L,18,30,42,4,38
FAST-001951,Hex Nut Pro,45,2,24,45,26
ABRA-001952,Wire Brush 25kg,24,14,10,30,44
MEAS-001953,Caliper 5L,28,13,33,34,42
PAINT-001954,Paint Roller Red,43,29,2,32,41
ADHE-001955,Silicone Sealant Box of 50,16,1,29,43,23
ELEC-001956,Wall Socket Heavy Duty,0,42,4,35,9
GARD-001957,Wheelbarrow Box of 50,40,19,27,41,30
MEAS-001958,Caliper 5L,23,31,15,25,14
MEAS-001959,Square Large,3,13,9,31,27
PLUM-001960,Tap Mixer 150mm,39,18,11,11,35
PAINT-001961,Emulsion Paint 8mm,44,17,24,9,45
MEAS-001962,Laser Measure 100mm,43,12,16,35,13
POWR-001963,Jigsaw Medium,11,14,19,32,1
FAST-001964,Rivet Yellow,33,24,33,41,45
POWR-001965,Drill 12mm,45,5,26,21,1
MEAS-001966,Square 8mm,29,10,33,30,22
POWR-001967,Circular Saw Box of 100,31,39,10,39,42
ABRA-001968,Sandpaper Box of 100,12,28,42,13,24
FAST-001969,Wood Screw Large,28,17,19,35,18
POWR-001970,Impact Driver 8mm,21,37,17,45,39
MEAS-001971,Tape Measure Red,42,3,35,3,28
GARD-001972,Garden Hose 6mm,18,26,7,37,10
WELD-001973,Welding Rod Pro,21,12,31,43,11
ELEC-001974,Circuit Breaker Large,28,17,33,18,17
GARD-001975,Shovel Heavy Duty,9,0,15,5,7
PLUM-001976,Pipe Fitting Box of 100,18,33,9,41,1
HAND-001977,Screwdriver Blue,30,37,18,41,18
ABRA-001978,Sandpaper 8mm,11,21,28,2,5
ADHE-001979,Wood Glue Blue,3,3,15,36,6
WELD-001980,Welding Mask 12mm,45,18,4,38,21
PLUM-001981,Tap Mixer 1L,4,42,3,44,29
POWR-001982,Impact Driver Blue,24,38,12,37,2
SAFE-001983,Work Gloves Heavy Duty,2,45,41,20,34
ELEC-001984,Junction Box Red,18,35,44,25,36
WELD-001985,Welding Mask 1L,34,5,42,32,29
ADHE-001986,Epoxy 1L,35,0,12,36,2
WELD-001987,Welding Mask 3/4in,37,43,27,26,13
ELEC-001988,Wall Socket Blue,39,22,19,8,2
HAND-001989,Wrench Large,34,45,7,6,19
MEAS-001990,Laser Measure 8mm,25,6,25,37,11
WELD-001991,Welding Mask Medium,4,34,3,8,24
MEAS-001992,Spirit Level 12mm,36,32,14,22,43
ELEC-001993,Circuit Breaker Pro,43,16,27,16,13
ELEC-001994,Cable 2.5mm 5L,22,30,6,5,42
WELD-001995,Gas Regulator 6mm,10,34,1,5,35
MEAS-001996,Caliper Blue,27,10,22,31,17
ABRA-001997,Cutting Disc Box of 100,17,3,30,24,7
WELD-001998,Welding Rod Yellow,45,32,44,19,24
PLUM-001999,PVC Pipe Blue,35,43,31,9,25
SAFE-002000,Ear Muffs Box of 100,39,35,45,7,26
POWR-002001,Sander 1in,4,25,8,25,19
ELEC-002002,LED Bulb 1/2in,31,41,13,22,34
ELEC-002003,LED Bulb 8mm,5,4,16,18,19
PAINT-002004,Paint Roller 5L,19,39,15,6,18
GARD-002005,Shovel 6mm,2,33,16,39,42
PLUM-002006,Pipe Fitting 8mm,0,12,24,9,36
PLUM-002007,Pipe Fitting 10mm,7,21,28,15,1
ADHE-002008,PU Foam Large,29,6,40,23,27
ADHE-002009,Silicone Sealant 1in,11,12,23,5,17
WELD-002010,Gas Regulator Large,24,38,16,10,12
MEAS-002011,Square Pro,45,41,18,24,38
HAND-002012,Screwdriver Heavy Duty,10,38,21,44,22
PAINT-002013,Paint Roller 10mm,18,38,42,19,39
FAST-002014,Self-Tapping Screw 1L,25,31,10,42,10
SAFE-002015,Safety Helmet Small,1,3,44,29,42
ABRA-002016,Wire Brush 1/2in,26,2,7,33,14
MEAS-002017,Caliper 1in,25,23,33,1,27
SAFE-002018,Safety Helmet Box of 100,28,16,45,12,4
PAINT-002019,Brush 5L,15,41,27,37,21
SAFE-002020,Safety Helmet 100mm,15,9,12,15,22
POWR-002021,Heat Gun 5L,35,35,22,25,24
MEAS-002022,Laser Measure 6mm,35,17,28,14,36
HAND-002023,Spanner Set 10mm,39,36,5,45,21
HAND-002024,Hand Saw Pro,44,13,30,39,19
FAST-002025,Machine Bolt 100mm,34,44,36,16,19
PLUM-002026,Tap Mixer Large,7,15,21,34,26
HAND-002027,Screwdriver Pro,21,2,45,22,11
MEAS-002028,Spirit Level Medium,38,42,39,4,43
ADHE-002029,Super Glue Box of 100,23,27,41,40,24
PLUM-002030,Ball Valve Large,34,16,17,25,23
HAND-002031,Hand Saw 100mm,22,34,39,21,3
SAFE-002032,Safety Goggles 150mm,1,3,12,9,14
FAST-002033,Rivet Box of 50,24,11,28,14,17
PAINT-002034,Primer 25kg,18,12,16,44,15
FAST-002035,Wood Screw 12mm,19,7,8,31,40
POWR-002036,Heat Gun Heavy Duty,1,10,16,35,5
PAINT-002037,Emulsion Paint Large,31,38,12,20,17
SAFE-002038,Safety Helmet Large,33,17,25,1,39
ELEC-002039,Junction Box Medium,9,33,27,32,3
ABRA-002040,Flap Disc Small,9,30,25,7,24
PLUM-002041,Pipe Clamp 3/4in,9,32,18,28,40
GARD-002042,Wheelbarrow 3/4in,41,6,2,1,38
PLUM-002043,Tap Mixer Box of 50,21,42,6,4,17
PAINT-002044,Masking Tape Blue,9,13,3,15,5
FAST-002045,Hex Nut 10mm,31,18,13,31,16
SAFE-002046,Work Gloves Box of 50,10,45,33,42,16
GARD-002047,Rake 12mm,44,3,28,17,23
FAST-002048,Anchor Red,44,41,25,26,2
ABRA-002049,Grinding Wheel 8mm,26,24,23,4,5
ELEC-002050,Wall Socket Red,15,37,24,34,1
POWR-002051,Sander 3/4in,40,29,15,18,42
PAINT-002052,Emulsion Paint Red,29,22,0,27,0
ABRA-002053,Wire Brush Yellow,29,7,39,16,16
PLUM-002054,Pipe Fitting 8mm,1,37,37,1,29
POWR-002055,Jigsaw Yellow,0,7,39,14,10
ABRA-002056,Flap Disc 100mm,10,15,36,25,39
PLUM-002057,PVC Pipe Box of 100,15,26,18,33,6
PAINT-002058,Emulsion Paint Small,41,33,8,33,37
ADHE-002059,Silicone Sealant Yellow,25,44,20,28,13
ABRA-002060,Cutting Disc 10mm,11,3,33,29,24
PLUM-002061,PVC Pipe 25kg,12,31,3,34,16
ELEC-002062,Switch 10mm,10,35,2,39,41
ELEC-002063,Circuit Breaker Red,4,21,17,16,13
WELD-002064,Welding Wire 1in,0,8,12,21,22
PLUM-002065,Pipe Fitting 150mm,40,15,17,21,18
MEAS-002066,Spirit Level 12mm,17,10,5,18,5
POWR-002067,Jigsaw 150mm,44,42,39,13,2
MEAS-002068,Caliper Pro,42,38,18,20,5
GARD-002069,Shovel 3/4in,18,18,29,1,0
ELEC-002070,Circuit Breaker 25kg,13,12,21,5,27
POWR-002071,Jigsaw 6mm,28,6,37,34,38
POWR-002072,Heat Gun 25kg,30,38,0,0,24
ABRA-002073,Wire Brush Heavy Duty,21,29,35,42,6
ADHE-002074,PU Foam 1/2in,5,12,23,37,7
MEAS-002075,Square 1L,10,37,40,4,41
GARD-002076,Rake Box of 100,41,5,27,29,35
PLUM-002077,PVC Pipe 10mm,31,7,1,12,1
WELD-002078,Welding Mask 10mm,18,45,35,41,18
FAST-002079,Machine Bolt Blue,1,1,41,15,20
PLUM-002080,PVC Pipe Pro,22,42,33,38,19
FAST-002081,Machine Bolt 25kg,22,27,40,16,30
FAST-002082,Wood Screw 3/4in,31,33,9,37,28
HAND-002083,Hammer 1in,42,24,23,10,0
MEAS-002084,Spirit Level Heavy Duty,20,43,8,8,9
ADHE-002085,PU Foam Yellow,42,34,38,33,25
MEAS-002086,Laser Measure 1/2in,21,30,22,39,45
WELD-002087,Welding Wire Box of 50,3,28,14,30,18
HAND-002088,Wrench Blue,38,14,31,34,3
GARD-002089,Wheelbarrow Box of 50,37,32,8,21,36
ABRA-002090,Grinding Wheel 100mm,20,13,5,19,23
WELD-002091,Welding Wire 8mm,25,22,11,28,13
WELD-002092,Welding Rod Medium,3,2,7,0,32
POWR-002093,Jigsaw Blue,22,32,42,4,42
HAND-002094,Pliers Medium,40,31,45,28,29
WELD-002095,Gas Regulator 12mm,43,44,1,17,34
ABRA-002096,Cutting Disc Heavy Duty,45,21,29,25,9
ELEC-002097,Switch Box of 50,8,31,17,44,24
FAST-002098,Hex Nut 1in,36,26,28,0,18
PAINT-002099,Brush Box of 100,0,17,4,36,42
WELD-002100,Gas Regulator Red,35,20,16,19,22
