Item Code,Description,Description (AR),Barcode,Category,UOM,Cost,Retail,Re-Order Qty,Notes,Mfr Part No,Brand
HW-101044,Ridgid Padlock 20L.,أقفال 20L,6457894339191,Locks & Padlocks,PCS,10.824,14.249,20,Ridgid Locks & Padlocks - RID-82513,,Ridgid
HW-101045,HILTI VERNIER CALIPER 1/2 INCH.,فرجار قياس 1/2 inch,6132196181287,Calipers,PCS,12.601,15.127,10,Hilti Calipers - HIL-47343,HIL-47343,Hilti
HW-101046,Gulf Star MCB Circuit Breaker 50kg,قواطع كهربائية 50kg,6703183622515,Circuit Breakers,PCS,10.414,14.089,15,Gulf Star Circuit Breakers - GUL-98959,,Gulf Star
HW-101047,Yato Dust Mask Respirator 16 Gauge,أقنعة تنفس 16 Gauge,6677437641684,Respirators,PCS,8.094,9.592,50,Yato Respirators - YAT-36381,YAT-36381,Yato
HW-101048,Total Dust Mask Respirator 20 Gauge,,6102642592772,Respirators,PCS,KD 2.963,KD 3.948,5,Total Respirators - TOT-40971,TOT-40971,Total
HW-101049,  Skil Claw Hammer 1200W,,6763307543863,Hammers,PC,KD 13.213,19.561,50,Skil Hammers - SKI-12184,,Skil
HW-101050, Karcher Wood Screw 2000W ,,6183018362504,Wood Screws,PCS,20.967,29.414,20,Karcher Wood Screws - KAR-14078,KAR-14078,Karcher
HW-101051,Karcher Adjustable Wrench 5kg,مفاتيح ربط 5kg,6883280386608,Wrenches.,PCS,22.679,31.736,25,Karcher Wrenches - KAR-68324,,Karcher
HW-101052,Bosch Grinding Disc 4L,أقراص جلخ 4L,6708922514524,Grinding Discs,PCS,24.656,34.468,20,Bosch Grinding Discs - BOS-53936,BOS-53936,Bosch
HW-101053,Skil Pop Rivet 18L,,6810397565423,Rivets,PCS,4.691,5.628,10,Skil Rivets - SKI-3763,SKI-3763,Skil
HW-101054,karcher door handle 3/4 inch,مقابض أبواب 3/4 inch,6569687843720,Door Handles,Pieces,20.150,KD 28.425,50,,KAR-39730,Karcher
HW-101055,Al-Fanar Sprinkler Head 10kg,خراطيم ورشاشات 10kg,6236197124007,Hoses  & Sprinklers,PCS,239.390,KWD 321.172,25,Al-Fanar Hoses & Sprinklers - AL--38856,AL--38856,Al-Fanar
HW-101056,Metabo Ready Mix Mortar 32mm,أسمنت وملاط 32mm,6720002795107,Cement & Mortar,PCS,10.149,13.491,20,Metabo Cement & Mortar - MET-49251,,Metabo
HW-101057,Gulf Star Hand Saw 9L,,6265380770703,Hand Saws,PCS,KWD 7.908,11.861,15,,GUL-24801,Gulf Star
HW-101058,tolsen paint brush 1200w,فرش ورولات 1200W,6331294975377,Brushes & Rollers,PCS,0.659,0.805,20,Tolsen Brushes & Rollers - TOL-45665,,Tolsen
HW-101059,Metabo Extension Cord 650W,وصلات كهرباء 650W,6276248944944,"Extension Cords,",PCS,12.899,18.112,'50,,,Metabo
HW-101060,Yato Garden Cart Medium,عربات حديقة Medium,6967073025076,Wheelbarrows & Carts,PCS,11.114,14.229,15,Yato Wheelbarrows & Carts - YAT-56452,YAT-56452,Yato
HW-101061,Ridgid Combination Wrench 1500W,مفاتيح ربط 1500W,6934729893354,Wrenches,Nos,2.390,3.190,5,Ridgid Wrenches - RID-54800,RID-54800,Ridgid
HW-101062,Stanley Tape Measure 24 Gauge,أشرطة قياس 24 Gauge,6171876828884,tape measures,PCS,4.037,5.748,50,Stanley Tape Measures - STA-54961,STA-54961,Stanley
HW-101063,Skil Spray Paint Can 650W,بخاخ دهان 650W,6929620784735,Spray Paint,PCS,10.452,15.254,15,Skil Spray Paint - SKI-16669,,Skil
HW-101064,Ingco Inverter Generator 12Mm,مولدات كهرباء 12mm,6822734277059,Generators  ,PCS,1.616,KWD 2.210,5,Ingco Generators - ING-4358,ING-4358,Ingco
HW-101065,"Tolsen Door Hinge 1/4 inch,",مفصلات أبواب 1/4 inch,6507428231318,Door Hinges,PCS,2.398,3.654,20,Tolsen Door Hinges - TOL-89795,TOL-89795,Tolsen
HW-101066,Karcher Common Nail 20 Gauge,,6365072529587,Nails,PCS,21.028,25.830,25,Karcher Nails - KAR-26183,KAR-26183,Karcher
HW-101067,Black+Decker Hacksaw 750W,مناشير يدوية 750W,6368208664704,Hand Saws,PCS,14.660,17.910,5,Black+Decker Hand Saws - BLA-9287,BLA-9287,Black+Decker
HW-101068,Ridgid Dust Mask Respirator 12mm,أقنعة تنفس 12mm,6481926859731,Respirators,PCS,7.087,10.874,25,Ridgid Respirators - RID-11650,RID-11650,Ridgid
HW-101069,Bosch Jigsaw 16 Gauge,مناشير منحنية 16 Gauge,6394888662010,Jigsaws,PCS,KD 232.400,308.324,5,Bosch Jigsaws - BOS-56534,BOS-56534,Bosch
HW-101070,dewalt hi-vis safety vest 24 gauge,سترات عاكسة 24 Gauge,6173307807537,High Visibility Vests,PCS,16.887,19.988,25,DeWalt High Visibility Vests - DEW-92857,DEW-92857,DeWalt
HW-101071,DeWalt Tape Measure Medium,أشرطة قياس Medium,6543148421169,Tape Measures,PCS,16.649,21.064,25,DeWalt Tape Measures - DEW-92216,DEW-92216,DeWalt
HW-101072,Hitachi Door Hinge 24 Gauge,مفصلات أبواب 24 Gauge,6871061968422,Door Hinges,Pieces,11.562,KD 15.107,20,Hitachi Door Hinges - HIT-32963,,Hitachi
HW-101073,Makita Pruning Shears 4L,مقصات تقليم 4L,6444264735116,Pruning Shears,PCS,KD 17.847,25.927,5,Makita Pruning Shears - MAK-65441,MAK-65441,Makita
HW-101074,Sata PPR Pipe Medium,مواسير بي بي آر Medium,6674883315287,PPR Pipes,PCS,12.459,15.755,50,Sata PPR Pipes - SAT-21227,,Sata
HW-101075,Ridgid Epoxy Adhesive 25kg,إيبوكسي 25kg,6976034122651, Epoxy ,PCS,6.041,KD 9.219,10,,RID-32954,Ridgid
HW-101076,Stanley Rubber Mallet Large,مطارق Large,6824866737400,Hammers,PCS,3.878,5.893,50,Stanley Hammers - STA-64489,STA-64489,Stanley
HW-101077,DeWalt  Thermal Insulation Sheet 50kg,عزل 50kg,6143363276851,Insulation,PCS,1.195,1.576,25,DeWalt Insulation - DEW-46513,DEW-46513,DeWalt
HW-101078,Karcher Cutting Disc 22 Gauge.,,6984796383437,Cutting Discs,PCS,10.650,15.385,15,Karcher Cutting Discs - KAR-35506,KAR-35506,Karcher
HW-101079,Black+Decker Hi-Vis Safety Vest Small.,سترات عاكسة Small,6298778814850,High Visibility Vests,PCS,19.939,24.041,15,,BLA-84867,Black+Decker
HW-101080, Truper Door Lock 1L ,أقفال 1L,6954233708233,Locks & Padlocks,PCS,KD 19.735,29.536,15,Truper Locks & Padlocks - TRU-20857,TRU-20857,Truper
HW-101081,Metabo Flood Light 650W,إنارة 650W,6982620749715,Lighting,PCS,21.151,29.128,15,Metabo Lighting - MET-25823,MET-25823,Metabo
HW-101082,Bosch Safety Helmet 3/8 inch,خوذات 3/8 inch,6515732748252,Helmets,PCS,22.881,32.858,10,Bosch Helmets - BOS-88331,,Bosch
HW-101083,Crown ARC Welding Machine 750W,ماكينات لحام 750W,6756431168035,"Welding Machines,",pc,23.721,KD 31.496,20,Crown Welding Machines - CRO-46644,,Crown
HW-101084,Gulf Star PVC Pipe 6mm,مواسير بي في سي 6mm,6826953426688,PVC Pipes,PCS,KD 5.439,8.111,50,Gulf Star PVC Pipes - GUL-21454,GUL-21454,Gulf Star
HW-101085,DeWalt Door Handle 900W,مقابض أبواب 900W,6118711958309,Door Handles,PCS,24.957,30.455,10,DeWalt Door Handles - DEW-28864,,DeWalt
HW-101086,Yato Pipe Sealant 750W,شريط لحام وسدادات 750W,6256874411619,Sealants & Tape,PCS,8.780,12.953,50,Yato Sealants & Tape - YAT-10386,YAT-10386,Yato
HW-101087,Metabo ARC Welding Machine 1200W,ماكينات لحام 1200W,6794990616808,  Welding Machines,PCS,16.928,20.885,15,Metabo Welding Machines - MET-99874,MET-99874,Metabo
HW-101088,KARCHER SPRINKLER HEAD 10MM.,خراطيم ورشاشات 10mm,6698884535266,HOSES & SPRINKLERS,PCS,22.425,33.874,5,,,Karcher
HW-101089,Skil Cutting Disc 9L,أقراص قطع 9L,6294402910015,cutting  discs,PCS,17.255,26.563,20,,SKI-14417,Skil
HW-101090,skil galvanized metal sheet 25kg,صفائح معدنية 25kg,6700854372607,METAL SHEETS,PCS,4.840,6.414,5,,,Skil
HW-101091,Makita Wall Primer Large,برايمر Large,6246445542318,Primers,pc,24.782,31.695,5,Makita Primers - MAK-64686,MAK-64686,Makita
HW-101092,Stanley Cement Bag 10kg,أسمنت وملاط 10kg,6327374043934,Cement & Mortar,pcs,14.320,18.614,15,Stanley Cement & Mortar - STA-27325,STA-27325,Stanley
HW-101093,Dewalt Ready Mix Mortar 3/8 Inch,أسمنت وملاط 3/8 inch,6327606728393,Cement & Mortar,PCS,8.043,11.500,20,DeWalt Cement & Mortar - DEW-99631,DEW-99631,DeWalt
HW-101094,Karcher Sprinkler Head 10mm,,6701215891549,Hoses & Sprinklers,PCS,95.927,129.639,50,Karcher Hoses & Sprinklers - KAR-31941,KAR-31941,Karcher
HW-101095,Hitachi Copper Elbow 1/4 inch,,6580921848738,Copper Fittings,PCS,5.395,6.582,25,Hitachi Copper Fittings - HIT-26659,,Hitachi
HW-101096,crown spirit level 18 gauge,ميزان مياه 18 Gauge,6693693208985,Spirit Levels,PCS,1.749,2.464,25,Crown Spirit Levels - CRO-63088,CRO-63088,Crown
HW-101097,Gulf Star Steel Toe Safety Boots 24 Gauge,أحذية سلامة 24 Gauge,6311652627493,Safety Boots,PCS,10.017,12.946,50,,GUL-20198,Gulf Star
HW-101098,Metabo Tool Kit 50kg Pieces,,6327985902929,Tool Sets,PCS,15.716,19.919,25,,MET-43937,Metabo
HW-101099,Truper Tape Measure 18L,أشرطة قياس 18L,6987874951738,Tape Measures,PCS,58.800,71.344,10,Truper Tape Measures - TRU-6156,,Truper
HW-101100,Total Construction Adhesive 9L,لاصق إنشائي 9L,6376272491729,Construction Adhesive,PCS,6.295,8.893,15,,TOT-2801,Total
HW-101101,Tolsen Sledge Hammer 16 Gauge  ,مطارق 16 Gauge,6250231550772,Hammers,pcs,7.870,10.470,10,Tolsen Hammers - TOL-2472,TOL-2472,Tolsen
HW-101102,Crown Pruning Shears 3/8 inch,مقصات تقليم 3/8 inch,6365192447571,Pruning Shears,pc,1.851,2.510,50,Crown Pruning Shears - CRO-22702,CRO-22702,Crown
HW-101103,DeWalt Concrete Nail Small,مسامير Small,6985253607958,Nails,PCS,2.652,3.897,20,,DEW-27633,DeWalt
HW-101104,Crown Laser Level 20L,ميزان ليزر 20L,6560614415613,Laser Levels,pcs,13.498,20.010,5,,CRO-59308,Crown
HW-101105,DeWalt Plastic Water Tank Medium,خزانات مياه Medium,6944609148671,Water Tanks,PCS,10.600,14.380,20,DeWalt Water Tanks - DEW-10686,DEW-10686,DeWalt
HW-101106,Hitachi  Cutting Disc 4L,أقراص قطع 4L,6425948044548,Cutting Discs,pc,KWD 22.411,28.492,15,,HIT-51158,Hitachi
HW-101107,Total Basin Tap 10kg,حنفيات وخلاطات 10kg,6203299269226,taps & mixers,PCS,17.019,21.683,20,Total Taps & Mixers - TOT-53186,TOT-53186,Total
HW-101108,Ridgid Silicone Sealant Tube 8mm,سيليكون 8mm,6618239524412,Silicone Sealant,PCS,12.313,14.846,5,Ridgid Silicone Sealant - RID-85522,RID-85522,Ridgid
HW-101109,Ingco Vernier Caliper 22 Gauge,فرجار قياس 22 Gauge,6160179767477,Calipers,PC,14.370,21.392,5,Ingco Calipers - ING-98226,ING-98226,Ingco
HW-101110,stanley tile adhesive bag 1/4 inch,لاصق بلاط 1/4 inch,6616950859838,Tiles Adhesive,PCS,22.545,29.734,5,Stanley Tiles Adhesive - STA-68498,STA-68498,Stanley
HW-101111,Hitachi Angle Grinder 2000W,صنفرة زاوية 2000W,6495173213670,  Angle Grinders,PCS,16.341,22.553,5,Hitachi Angle Grinders - HIT-36674,,Hitachi
HW-101112,Metabo Garden Cart 18 Gauge,عربات حديقة 18 Gauge,6435211625104,Wheelbarrows & Carts.,PCS,0.963,1.465,15,Metabo Wheelbarrows & Carts - MET-35630,MET-35630,Metabo
HW-101113,Makita Wire Brush 1/4 inch,,6683596189466,Wire Brushes,PCS,17.196,22.103,15,,MAK-11752,Makita
HW-101114, Black+Decker Expansion Anchor 1/4 inch ,مثبتات جدارية 1/4 inch,6484065253110,Anchors  & Plugs,PCS,6.493,KWD 9.747,10,,BLA-99997,Black+Decker
HW-101115,Bosch Vernier Caliper XL,فرجار قياس XL,6465269551391,Calipers,PCS,2.282,2.933,50,,,Bosch
HW-101116,KARCHER CUTTING DISC 1KG,,6478895308653,Cutting Discs,PCS,20.055,26.160,20,Karcher Cutting Discs - KAR-35377,KAR-35377,Karcher
HW-101117,Hilti Wood Screw 24 Gauge,براغي خشب 24 Gauge,6376530199876,Wood Screws,PCS,17.936,KWD 23.178,25,,HIL-38754,Hilti
HW-101118,Sata Wheelbarrow 12mm,عربات يدوية 12mm,6380083741710,Wheelbarrows,Nos,2.007,2.728,50,Sata Wheelbarrows - SAT-30502,SAT-30502,Sata
HW-101119,Hilti Welding Gloves 2000W,ملحقات لحام 2000W,6654466860424,Welding Accessories,PCS,KWD 4.306,5.850,15,Hilti Welding Accessories - HIL-22207,,Hilti
HW-101120,Total Hammer Drill 10kg,مثاقب 10kg,6727917518660,Drills & Drivers,PCS,14.679,22.712,50,,TOT-64888,Total
HW-101121,DeWalt Extension Cord 25mm,وصلات كهرباء 25mm,6244340297341,Extension Cords,Nos,22.614,KD 29.351,50,,DEW-90448,DeWalt
HW-101122,yato sandpaper sheet 1/2 inch,ورق صنفرة 1/2 inch,6634774694119,Sandpaper,Nos,12.169,17.024,20,Yato Sandpaper - YAT-98550,,Yato
HW-101123,Skil Aluminium Ladder 22 Gauge,سلالم ألمنيوم 22 Gauge,6734763595555,Aluminium Ladders,PCS,16.202,19.742,10,Skil Aluminium Ladders - SKI-57561,SKI-57561,Skil
HW-101124,Tolsen Inverter Generator 450W,مولدات كهرباء 450W,6318632360804,Generators,PCS,42.894,65.147,5,Tolsen Generators - TOL-53391,TOL-53391,Tolsen
HW-101125,Yato Welding Electrode 1 inch,أسياخ لحام 1 inch,6344863390123,Welding Rods,PCS,6.567,10.054,20,Yato Welding Rods - YAT-60624,YAT-60624,Yato
HW-101126,Hitachi Jigsaw 6mm,مناشير منحنية 6mm,6588232437121,  Jigsaws,pc,8.012,10.335,10,Hitachi Jigsaws - HIT-33470,HIT-33470,Hitachi
HW-101127,makita platform ladder 3/8 inch,سلالم منصة 3/8 inch,6923802055483,PLATFORM LADDERS,PCS,7.889,10.016,25,Makita Platform Ladders - MAK-34829,MAK-34829,Makita
HW-101128,Hilti Dust Mask Respirator 1 inch,أقنعة تنفس 1 inch,6159389831452,Respirators,PCS,3.796,4.795,15,Hilti Respirators - HIL-15578,HIL-15578,Hilti
HW-101129,YATO ELECTRIC PLANER 1/4 INCH,مسويات وروترات 1/4 inch,6198137589588,Planers & Routers,pc,2.426,3.313,20,,,Yato
HW-101130,Skil Door Lock 10mm,أقفال 10mm,6538976815730,Locks & Padlocks,PCS,4.994,6.384,50,Skil Locks & Padlocks - SKI-37058,SKI-37058,Skil
HW-101131,DeWalt Wood Router Small,مسويات وروترات Small,6398380104692,Planers & Routers,pc,15.449,21.897,'25,,DEW-88180,DeWalt
HW-101132,Hitachi Portable Generator Small,مولدات كهرباء Small,6805589378386,Generators.,Nos,16.738,23.808,20,,HIT-64352,Hitachi
HW-101133,Yato Tile Adhesive Bag Medium,,6912539698493,TILES ADHESIVE,PCS,15.161,20.676,25,Yato Tiles Adhesive - YAT-66517,YAT-66517,Yato
HW-101134,DeWalt Common Nail 3/4 inch,مسامير 3/4 inch,6730530370876,Nails,PCS,2.892,3.905,5,DeWalt Nails - DEW-52968,,DeWalt
HW-101135,"Gulf Star Dust Mask Respirator 9L,",,6523129202775,Respirators,PCS,15.632,22.357,15,Gulf Star Respirators - GUL-64057,GUL-64057,Gulf Star
HW-101136,"DeWalt Hi-Vis Safety Vest 20mm,",سترات عاكسة 20mm,6333032995400,High Visibility Vests,PCS,15.023,18.737,20,DeWalt High Visibility Vests - DEW-1852,DEW-1852,DeWalt
HW-101137,DeWalt Flood Light Large,إنارة Large,6875814637658,Lighting,PCS,8.623,10.771,15,,DEW-19964,DeWalt
HW-101138,Truper Hi-Vis Safety Vest Small,سترات عاكسة Small,6648617569563,High Visibility Vests,PCS,23.768,36.692,10,,TRU-21999,Truper
HW-101139,Gulf Star Safety Goggles 4L,,6122512654875,Eye Protection,PCS,22.233,33.903,15,Gulf Star Eye Protection - GUL-61728,GUL-61728,Gulf Star
HW-101140,Sata Super Glue 18L,لاصق سريع 18L,6879815801375,Super Glue,pc,KD 0.305,0.408,5,,SAT-32886,Sata
HW-101141,Truper Extension Cord 18L,وصلات كهرباء 18L,6889236497060,Extension Cords,PCS,108.669,134.056,5,Truper Extension Cords - TRU-19797,TRU-19797,Truper
HW-101142,Total Paint Thinner 4L,تنر 4L,6199620866626,Thinners,PCS,2.316,3.172,25,Total Thinners - TOT-96686,TOT-96686,Total
HW-101143,Hilti  Spring Washer 1 inch,,6634995478774,Washers,pc,0.393,0.558,50,Hilti Washers - HIL-49889,HIL-49889,Hilti
HW-101144,Yato Garden Cart 1L,عربات حديقة 1L,6983744190700,Wheelbarrows  & Carts,PCS,20.869,27.197,50,Yato Wheelbarrows & Carts - YAT-12878,YAT-12878,Yato
HW-101145,Stanley Digging Spade 1/4 inch,مجارف 1/4 inch,6627043351087,Shovels & Spades,PCS,5.240,8.093,50,Stanley Shovels & Spades - STA-58592,STA-58592,Stanley
HW-101146,"METABO PRUNING SHEARS SMALL  ,",مقصات تقليم Small,6611327264893,"PRUNING SHEARS,",Pieces,0.645,0.931,'5,Metabo Pruning Shears - MET-51678,MET-51678,Metabo
HW-101147,Hilti Safety Goggles 9L,نظارات واقية 9L,6207300360793,Eye Protection,PCS,20.519,30.405,20,,HIL-9116,Hilti
HW-101148,DeWalt Hex Nut 3/8 inch,,6756920578322,Bolts & Nuts,PCS,3.068,KD 3.817,10,DeWalt Bolts & Nuts - DEW-60237,DEW-60237,DeWalt
HW-101149,INGCO DIGGING SPADE MEDIUM.,مجارف Medium,6129028407308,Shovels & Spades,PCS,3.843,5.639,15,Ingco Shovels & Spades - ING-59835,ING-59835,Ingco
HW-101150,Ridgid Pop Rivet 1/2 inch,مسامير برشام 1/2 inch,6557669059664,Rivets,PCS,6.412,KWD 7.712,20,Ridgid Rivets - RID-4432,RID-4432,Ridgid
HW-101151,Al-Fanar Sandpaper Sheet 900W,ورق صنفرة 900W,6103899028142,Sandpaper,Pieces,20.857,25.147,15,Al-Fanar Sandpaper - AL--64251,AL--64251,Al-Fanar
HW-101152,Hitachi Steel Chain 25mm.,,6898662825453,Chains,PCS,19.051,25.782,'50,Hitachi Chains - HIT-14263,,Hitachi
HW-101153,Makita Long Nose Pliers 16 Gauge,زرادية 16 Gauge,6194159916514,Pliers,PCS,3.660,4.772,15,Makita Pliers - MAK-70452,MAK-70452,Makita
HW-101154,Total Tile Adhesive Bag 1/2 inch,لاصق بلاط 1/2 inch,6565438780454,tiles adhesive  ,Nos,121.211,147.600,50,Total Tiles Adhesive - TOT-6172,TOT-6172,Total
HW-101155,TOLSEN DOOR LOCK 3/8 INCH,أقفال 3/8 inch,6202240303974,Locks & Padlocks,PCS,18.158,24.808,10,Tolsen Locks & Padlocks - TOL-1154,,Tolsen
HW-101156,Hilti Steel Chain 1 inch,سلاسل 1 inch,6546499448580,Chains.,PCS,7.204,8.765,50,,,Hilti
HW-101157,Skil Laser Level 18L,ميزان ليزر 18L,6945561804356,Laser Levels,PCS,14.747,18.216,10,,,Skil
HW-101158,Bosch Galvanized Metal Sheet 2000W,صفائح معدنية 2000W,6385978184236,Metal Sheets,PCS,15.876,22.095,5,Bosch Metal Sheets - BOS-24723,BOS-24723,Bosch
HW-101159,Karcher Aluminium Ladder 24 Gauge,سلالم ألمنيوم 24 Gauge,6713841161041,Aluminium Ladders,PCS,24.325,31.514,5,,,Karcher
HW-101160,Makita Galvanized Metal Sheet 450W,صفائح معدنية 450W,6848992095664,Metal Sheets,PCS,281.905,360.330,10,Makita Metal Sheets - MAK-30729,MAK-30729,Makita
HW-101161,Makita Welding Gloves 24 Gauge,ملحقات لحام 24 Gauge,6180087962124,Welding Accessories,PCS,20.151,28.238,20,Makita Welding Accessories - MAK-98753,,Makita
HW-101162,Sata Galvanized Metal Sheet Small,صفائح معدنية Small,6945795926090,Metal Sheets,PCS,10.032,12.015,20,,,Sata
HW-101163,Hilti Vernier Caliper 8mm,فرجار قياس 8mm,6572155281397,Calipers,PCS,6.776,10.008,50,,HIL-62117,Hilti
HW-101164,Al-Fanar Galvanized Metal Sheet 18 Gauge,صفائح معدنية 18 Gauge,6400197389031,Metal Sheets,PCS,KWD 23.508,33.035,5,Al-Fanar Metal Sheets - AL--93820,AL--93820,Al-Fanar
HW-101165,Tolsen Power Socket 16mm,مفاتيح وأفياش 16mm,6997591840980,Switches & Sockets,PCS,7.390,8.916,15,,TOL-64127,Tolsen
HW-101166,Al-Fanar Welding Electrode 32mm,,6672155797218,"Welding Rods,",PCS,19.419,KD 24.970,50,Al-Fanar Welding Rods - AL--53502,AL--53502,Al-Fanar
HW-101167,Karcher Self Tapping Screw Medium,براغي ذاتية التنصيت Medium,6172867763784,SELF  TAPPING SCREWS,PCS,0.443,0.600,5,Karcher Self Tapping Screws - KAR-63677,KAR-63677,Karcher
HW-101168,Stanley Electrical Cable 16 Gauge,كابلات وأسلاك 16 Gauge,6838432494894,Cables & Wires,PCS,11.354,15.980,5,Stanley Cables & Wires - STA-36501,,Stanley
HW-101169,Ridgid Tool Kit 1/2 inch Pieces,طقم عدة 1/2 inch,6538044481613,Tool Sets,PCS,5.431,8.157,50,,RID-82885,Ridgid
HW-101170,  Truper Electrical Cable 8mm,,6859711971023,Cables & Wires,PCS,7.415,11.346,5,Truper Cables & Wires - TRU-33148,TRU-33148,Truper
HW-101171,Hitachi Steel Toe Safety Boots 2000W,أحذية سلامة 2000W,6194075962047,Safety Boots.,PCS,20.869,32.067,25,Hitachi Safety Boots - HIT-29236,HIT-29236,Hitachi
HW-101172,Al-Fanar Garden Shovel 4L,مجارف 4L,6607603966779,Shovels & Spades.,PCS,13.971,20.885,20,,AL--59198,Al-Fanar
HW-101173,Gulf Star Safety Helmet 5kg,خوذات 5kg,6705395686617,Helmets,PCS,KD 24.553,35.588,15,Gulf Star Helmets - GUL-4408,,Gulf Star
HW-101174,Al-Fanar Silicone Sealant Tube 1 Inch,سيليكون 1 inch,6104597507561,Silicone Sealant,PCS,16.695,20.274,20,Al-Fanar Silicone Sealant - AL--6364,AL--6364,Al-Fanar
HW-101175,Bosch Spray Paint Can XL,بخاخ دهان XL,6398538584279,Spray Paint,PCS,24.618,37.636,25,Bosch Spray Paint - BOS-34509,BOS-34509,Bosch
HW-101176,Stanley Spray Paint Can 1500W,بخاخ دهان 1500W,6338453546809,spray paint  ,PCS,KD 15.709,21.419,25,Stanley Spray Paint - STA-10346,STA-10346,Stanley
HW-101177,Tolsen Epoxy Adhesive Small,,6738663080122,Epoxy,PCS,7.030,9.613,5,Tolsen Epoxy - TOL-86192,TOL-86192,Tolsen
HW-101178,Gulf Star Tile Adhesive Bag 50kg,,6863677166390,Tiles Adhesive,PCS,20.230,28.929,15,,,Gulf Star
HW-101179,Ridgid Electrical Cable Medium,كابلات وأسلاك Medium,6502015369672,Cables & Wires,PCS,21.266,25.259,5,,RID-67988,Ridgid
HW-101180,Hitachi Emulsion Paint 1L,دهان مائي 1L,6789878375563,Emulsion Paint,PCS,KD 0.861,1.249,5,Hitachi Emulsion Paint - HIT-23088,HIT-23088,Hitachi
HW-101181,Total Combination Wrench 450W,مفاتيح ربط 450W,6905594158637,Wrenches,PCS,KD 3.697,5.616,15,Total Wrenches - TOT-82399,TOT-82399,Total
HW-101182,Crown Ready Mix Mortar 4L,,6971361741377,Cement & Mortar,pc,16.936,24.873,5,Crown Cement & Mortar - CRO-71135,CRO-71135,Crown
HW-101183,Truper Paint Roller 8mm,فرش ورولات 8mm,6164809178231,Brushes & Rollers,PCS,6.223,8.218,15,Truper Brushes & Rollers - TRU-69414,TRU-69414,Truper
HW-101184,Crown Inverter Generator 18L,مولدات كهرباء 18L,6980165707688,Generators,PCS,19.620,29.355,15,Crown Generators - CRO-68185,,Crown
HW-101185,Yato Kitchen Mixer 3/8 inch,حنفيات وخلاطات 3/8 inch,6850423771639,Taps & Mixers,Pieces,24.288,33.503,25,Yato Taps & Mixers - YAT-80030,,Yato
HW-101186,Crown Dust Mask Respirator 10mm.,,6524964682359, Respirators ,PCS,0.886,1.222,50,Crown Respirators - CRO-57409,CRO-57409,Crown
HW-101187,Truper Work Gloves 1kg,قفازات 1kg,6111564484167,Gloves,Pieces,10.966,14.475,5,,TRU-53940,Truper
HW-101188,Truper Basin Tap 450W,حنفيات وخلاطات 450W,6835152406623,Taps & Mixers,PCS,21.346,31.723,25,Truper Taps & Mixers - TRU-84189,,Truper
