sku,warehouse,quantity,unitCost,trackingType,partNumber,serialNumbers
HW-101450,Ardiya Warehouse,0,11.975,none,AL--18242,
HW-101451,Shuwaikh Main,1,19.334,none,STA-43961,
HW-101452,Shuwaikh Main,4,5.382,none,BOS-87370,
HW-101453,Rai Branch,0,15.915,none,TRU-43217,
HW-101454,Shuwaikh Main,5,KD 0.154,batch,STA-8877,
HW-101455,Shuwaikh Main,0,4.837,none,GUL-77402,
HW-101456,Ardiya Warehouse,0,13.291,none,HIL-43562,
HW-101457,Rai Branch,4,11.752,none,BOS-82172,
HW-101458,Ardiya Warehouse,0,16.239,none,MET-87255,
HW-101459,Ardiya Warehouse,0,9.698,none,TOT-43276,
HW-101460,Fahaheel Branch,5,11.127,none,RID-55097,
HW-101461,Ardiya Warehouse,0,KD 7.885,none,SKI-8479,
HW-101462,Ardiya Warehouse,2,13.797,batch,HIL-41989,
HW-101463,Shuwaikh Main,3,20.820,none,CRO-3713,
HW-101464,Ardiya Warehouse,1,KWD 14.557,none,DEW-83249,
HW-101465,Fahaheel Branch,4,173.602,none,AL--52403,
HW-101466,Shuwaikh Main,2,12.223,none,TOT-96155,
HW-101467,Shuwaikh Main,3,24.114,none,MAK-82481,
HW-101468,Ardiya Warehouse,1,15.242,none,GUL-23253,
HW-101469,Fahaheel Branch,1,22.849,none,MAK-36040,
HW-101470,Fahaheel Branch,3,12.460,none,CRO-23609,
HW-101471,Rai Branch,1,24.550,none,RID-53580,
HW-101472,Ardiya Warehouse,4,288.797,none,TOT-36277,
HW-101473,Shuwaikh Main,1,12.356,none,SKI-97912,
HW-101474,Shuwaikh Main,2,21.985,none,CRO-23177,
HW-101475,Ardiya Warehouse,0,7.403,none,,
HW-101476,Rai Branch,2,9.389,none,YAT-28727,
HW-101477,Fahaheel Branch,1,2.507,none,ING-32254,
HW-101478,Shuwaikh Main,1,6.226,batch,AL--20534,
HW-101479,Fahaheel Branch,0,5.085,none,DEW-28319,
HW-101480,Ardiya Warehouse,5,24.260,none,HIL-32977,
HW-101481,Ardiya Warehouse,0,9.880,none,,
HW-101482,Fahaheel Branch,4,12.882,none,GUL-82975,
HW-101483,Rai Branch,5,22.117,none,,
HW-101484,Shuwaikh Main,4,23.328,none,YAT-27075,
HW-101485,Ardiya Warehouse,0,0.328,none,MET-99786,
HW-101486,Rai Branch,0,12.190,none,SAT-49217,
HW-101487,Fahaheel Branch,1,2.533,none,GUL-87642,
HW-101488,Shuwaikh Main,0,14.274,none,HIL-76403,
HW-101489,Ardiya Warehouse,1,4.485,none,,
HW-101490,Rai Branch,2,45.428,none,,
HW-101491,Shuwaikh Main,5,18.180,none,STA-17506,
HW-101492,Ardiya Warehouse,2,26.470,batch,TRU-98223,
HW-101493,Rai Branch,3,15.725,none,RID-68422,
HW-101494,Fahaheel Branch,4,6.688,batch,,
HW-101495,Fahaheel Branch,4,5.791,none,,
HW-101496,Fahaheel Branch,5,14.786,none,AL--63899,
HW-101497,Ardiya Warehouse,5,KWD 4.484,none,DEW-44241,
HW-101498,Fahaheel Branch,5,22.678,none,SKI-22600,
HW-101499,Fahaheel Branch,1,2.366,none,KAR-45716,
HW-101500,Fahaheel Branch,2,3.766,batch,CRO-78847,
HW-101501,Fahaheel Branch,0,KWD 4.379,none,GUL-77235,
HW-101502,Shuwaikh Main,5,6.043,none,TOL-46766,
HW-101503,Shuwaikh Main,4,15.210,none,TOT-3517,
HW-101504,Rai Branch,0,6.009,none,,
HW-101505,Shuwaikh Main,1,2.630,none,AL--11354,
HW-101506,Fahaheel Branch,0,6.071,none,MAK-69741,
HW-101507,Fahaheel Branch,2,15.831,none,HIL-35483,
HW-101508,Fahaheel Branch,1,24.585,none,STA-97396,
HW-101509,Fahaheel Branch,5,18.625,none,,
HW-101510,Fahaheel Branch,0,11.389,none,MAK-18639,
HW-101511,Ardiya Warehouse,0,13.443,none,BLA-46831,
HW-101512,Rai Branch,3,15.062,none,TOT-4529,
HW-101513,Shuwaikh Main,2,1.399,none,SAT-5036,
HW-101514,Fahaheel Branch,1,23.147,none,KAR-24412,
HW-101515,Ardiya Warehouse,0,KWD 23.590,none,MAK-59192,
HW-101516,Shuwaikh Main,2,14.602,batch,STA-20133,
HW-101517,Shuwaikh Main,0,187.329,none,STA-44951,
HW-101518,Fahaheel Branch,0,8.208,none,YAT-30989,
HW-101519,Rai Branch,1,KWD 24.664,none,STA-68850,
HW-101520,Rai Branch,4,11.220,none,ING-85472,
HW-101521,Rai Branch,3,3.588,none,,
HW-101522,Shuwaikh Main,4,14.766,batch,,
HW-101523,Ardiya Warehouse,3,15.827,none,BLA-3373,
HW-101524,Fahaheel Branch,4,6.142,none,HIT-61664,
HW-101525,Rai Branch,4,289.342,none,HIL-51019,
HW-101526,Rai Branch,0,21.362,none,YAT-23984,
HW-101527,Ardiya Warehouse,3,2.369,none,STA-8417,
HW-101528,Fahaheel Branch,0,17.413,none,RID-73309,
HW-101529,Shuwaikh Main,4,20.503,none,MET-22858,
HW-101530,Ardiya Warehouse,1,6.998,none,ING-92285,
HW-101531,Fahaheel Branch,0,20.433,none,HIL-81892,
HW-101532,Shuwaikh Main,2,13.776,none,RID-50066,
HW-101533,Rai Branch,4,20.954,none,HIL-55932,
HW-101534,Shuwaikh Main,3,KD 8.159,none,GUL-16801,
HW-101535,Rai Branch,0,9.616,none,MET-1464,
HW-101536,Fahaheel Branch,3,9.876,none,SKI-2740,
HW-101537,Rai Branch,5,6.593,batch,BLA-88883,
HW-101538,Fahaheel Branch,4,6.442,none,SKI-52947,
HW-101539,Fahaheel Branch,4,14.321,none,MAK-87777,
HW-101540,Ardiya Warehouse,2,1.125,none,YAT-65716,
HW-101541,Rai Branch,4,24.657,none,BOS-83898,
HW-101542,Ardiya Warehouse,1,11.526,none,CRO-21988,
HW-101543,Shuwaikh Main,1,10.633,batch,GUL-47531,
HW-101544,Ardiya Warehouse,0,13.689,none,KAR-87578,
HW-101545,Rai Branch,2,10.311,none,GUL-30080,
HW-101546,Fahaheel Branch,0,4.418,none,BLA-43996,
HW-101547,Ardiya Warehouse,1,18.311,batch,,
HW-101548,Ardiya Warehouse,5,15.604,none,GUL-92366,
HW-101549,Shuwaikh Main,2,11.649,none,MET-19880,
HW-101550,Ardiya Warehouse,1,15.045,batch,STA-54584,
HW-101551,Ardiya Warehouse,0,23.203,batch,,
HW-101552,Fahaheel Branch,0,KWD 24.650,none,HIL-19700,
HW-101553,Shuwaikh Main,1,5.377,none,GUL-72993,
HW-101554,Fahaheel Branch,3,24.865,none,KAR-51094,
HW-101555,Shuwaikh Main,1,17.078,none,,
HW-101556,Shuwaikh Main,1,16.906,none,HIT-49542,
HW-101557,Rai Branch,5,7.220,none,,
HW-101558,Shuwaikh Main,5,23.510,none,SAT-41438,
HW-101559,Shuwaikh Main,5,17.305,none,CRO-87896,
HW-101560,Shuwaikh Main,3,16.901,none,RID-30841,
HW-101561,Shuwaikh Main,0,15.661,batch,,
HW-101562,Fahaheel Branch,5,3.243,none,HIT-10819,
HW-101563,Rai Branch,2,6.210,none,DEW-97745,
HW-101564,Shuwaikh Main,0,21.074,none,MAK-58678,
HW-101565,Rai Branch,2,16.644,none,AL--52703,
HW-101566,Rai Branch,0,4.376,none,SAT-42361,
HW-101567,Ardiya Warehouse,0,2.005,none,MAK-41700,
HW-101568,Shuwaikh Main,4,16.389,none,RID-38164,
HW-101569,Ardiya Warehouse,1,24.027,none,ING-9284,
HW-101570,Rai Branch,5,11.633,none,HIL-4767,
HW-101571,Fahaheel Branch,3,24.496,none,BOS-55653,
HW-101572,Fahaheel Branch,3,14.071,batch,MAK-43008,
HW-101573,Rai Branch,0,20.423,none,ING-62126,
HW-101574,Rai Branch,0,4.919,batch,HIT-33141,
HW-101575,Shuwaikh Main,0,12.945,none,,
HW-101576,Fahaheel Branch,1,16.986,none,MAK-60542,
HW-101577,Shuwaikh Main,5,15.190,none,BOS-59900,
HW-101578,Rai Branch,1,12.760,none,DEW-5351,
HW-101579,Rai Branch,3,10.141,none,GUL-38255,
HW-101580,Shuwaikh Main,5,250.516,none,SAT-71905,
HW-101581,Ardiya Warehouse,4,18.188,none,,
HW-101582,Rai Branch,0,12.182,none,ING-71453,
HW-101583,Rai Branch,3,23.088,none,HIT-89932,
HW-101584,Shuwaikh Main,0,224.206,none,MET-34752,
HW-101585,Ardiya Warehouse,4,9.496,none,TOL-21259,
HW-101586,Fahaheel Branch,2,7.708,none,HIT-74717,
HW-101587,Shuwaikh Main,3,4.128,batch,SAT-7549,
HW-101588,Fahaheel Branch,2,21.641,batch,SAT-73052,
HW-101589,Ardiya Warehouse,0,12.109,none,TOT-47496,
HW-101590,Ardiya Warehouse,0,24.088,none,,
HW-101591,Ardiya Warehouse,0,23.600,batch,AL--71529,
HW-101592,Fahaheel Branch,4,KWD 2.560,none,RID-11360,
HW-101593,Fahaheel Branch,5,KWD 11.293,none,HIT-57371,
HW-101594,Rai Branch,4,7.532,none,CRO-36470,
HW-101595,Shuwaikh Main,5,10.893,batch,YAT-71726,
HW-101596,Ardiya Warehouse,2,KWD 6.381,none,GUL-22705,
HW-101597,Fahaheel Branch,0,4.796,none,AL--37491,
HW-101598,Ardiya Warehouse,0,281.666,none,,
HW-101599,Shuwaikh Main,1,10.690,none,BLA-86254,
HW-101600,Ardiya Warehouse,4,21.207,none,GUL-3525,
HW-101601,Rai Branch,3,22.532,none,ING-30006,
HW-101602,Ardiya Warehouse,4,KD 17.016,none,ING-74943,
HW-101603,Shuwaikh Main,0,KWD 24.102,none,RID-50323,
HW-101604,Shuwaikh Main,0,2.308,none,SAT-47544,
HW-101605,Ardiya Warehouse,2,17.555,none,HIT-28453,
HW-101606,Shuwaikh Main,3,6.365,batch,,
HW-101607,Shuwaikh Main,0,0.805,none,,
HW-101608,Shuwaikh Main,2,17.060,none,KAR-47277,
HW-101609,Fahaheel Branch,4,12.291,none,SAT-62703,
HW-101610,Rai Branch,0,6.431,none,BOS-2465,
HW-101611,Ardiya Warehouse,0,1.987,none,STA-57770,
HW-101612,Shuwaikh Main,0,KD 23.291,batch,SAT-38563,
HW-101613,Ardiya Warehouse,4,KWD 13.349,none,SAT-44799,
HW-101614,Shuwaikh Main,4,10.287,batch,YAT-47286,
HW-101615,Shuwaikh Main,2,4.372,none,DEW-18133,
HW-101616,Ardiya Warehouse,3,17.038,none,SAT-24566,
HW-101617,Ardiya Warehouse,2,13.756,none,DEW-17890,
HW-101618,Fahaheel Branch,3,13.637,none,SAT-21523,
HW-101619,Rai Branch,0,KD 0.199,none,RID-78183,
HW-101620,Fahaheel Branch,3,4.796,none,MAK-60702,
HW-101621,Ardiya Warehouse,0,12.044,none,TOT-6294,
HW-101622,Fahaheel Branch,5,5.604,none,RID-13349,
HW-101623,Ardiya Warehouse,2,17.057,none,TOL-26983,
HW-101624,Shuwaikh Main,0,KD 22.655,none,,
HW-101625,Shuwaikh Main,1,0.704,none,YAT-54974,
HW-101626,Rai Branch,3,21.919,batch,MET-12595,
HW-101627,Ardiya Warehouse,4,3.036,none,TRU-26507,
HW-101628,Fahaheel Branch,1,7.168,none,TRU-54121,
HW-101629,Ardiya Warehouse,2,19.050,none,ING-79565,
HW-101630,Shuwaikh Main,0,11.870,none,HIL-53609,
HW-101631,Fahaheel Branch,4,24.864,none,GUL-33378,
HW-101632,Fahaheel Branch,5,2.429,none,TOT-9640,
HW-101633,Rai Branch,4,6.468,none,TOL-65100,
HW-101634,Rai Branch,2,11.665,none,TOL-83061,
HW-101635,Ardiya Warehouse,3,23.548,batch,TOL-57783,
HW-101636,Ardiya Warehouse,0,67.342,batch,,
HW-101637,Ardiya Warehouse,0,51.715,none,,
HW-101638,Fahaheel Branch,5,14.224,none,TOL-18090,
HW-101639,Shuwaikh Main,3,24.952,none,RID-78574,
HW-101640,Fahaheel Branch,3,6.674,none,SKI-85357,
HW-101641,Shuwaikh Main,2,1.405,none,SAT-8078,
HW-101642,Rai Branch,2,15.459,none,CRO-2112,
HW-101643,Shuwaikh Main,1,6.637,none,TRU-59629,
HW-101644,Rai Branch,2,17.202,none,DEW-72015,
HW-101645,Fahaheel Branch,1,24.554,none,,
HW-101646,Shuwaikh Main,0,10.220,none,BOS-44523,
HW-101647,Ardiya Warehouse,0,7.351,none,SKI-62357,
HW-101648,Rai Branch,0,4.447,none,STA-3890,
HW-101649,Rai Branch,5,13.521,none,DEW-49529,
HW-101650,Fahaheel Branch,0,23.428,none,MET-54244,
HW-101651,Fahaheel Branch,4,0.268,batch,ING-19412,
HW-101652,Ardiya Warehouse,5,9.270,none,,
HW-101653,Fahaheel Branch,3,KWD 14.901,none,SAT-25093,
HW-101654,Rai Branch,5,1.088,none,RID-25777,
HW-101655,Ardiya Warehouse,0,4.633,none,TOL-79767,
HW-101656,Shuwaikh Main,0,6.842,none,MAK-54862,
HW-101657,Rai Branch,3,12.996,none,STA-30069,
HW-101658,Shuwaikh Main,2,14.477,none,BLA-50736,
HW-101659,Rai Branch,1,18.706,none,SKI-75770,
HW-101660,Ardiya Warehouse,3,4.904,none,DEW-57805,
HW-101661,Fahaheel Branch,0,KD 5.534,none,MAK-97899,
HW-101662,Fahaheel Branch,1,16.916,batch,CRO-13733,
HW-101663,Fahaheel Branch,0,15.852,none,DEW-17400,
HW-101664,Shuwaikh Main,4,5.126,none,ING-91091,
HW-101665,Rai Branch,3,10.949,none,HIT-33321,
HW-101666,Rai Branch,0,3.772,none,MET-80312,
HW-101667,Rai Branch,5,3.571,none,SAT-93252,
HW-101668,Ardiya Warehouse,4,4.296,batch,TRU-33001,
HW-101669,Ardiya Warehouse,4,19.248,none,TRU-86488,
HW-101670,Ardiya Warehouse,2,23.319,none,HIT-61522,
HW-101671,Fahaheel Branch,4,14.402,none,,
HW-101672,Ardiya Warehouse,0,5.442,none,AL--39525,
HW-101673,Shuwaikh Main,3,18.492,none,DEW-96288,
HW-101674,Fahaheel Branch,1,11.549,none,CRO-1083,
HW-101675,Fahaheel Branch,0,10.948,none,TOL-20432,
HW-101676,Rai Branch,1,12.837,none,ING-21147,
HW-101677,Ardiya Warehouse,3,16.178,none,AL--73854,
HW-101678,Ardiya Warehouse,2,KD 14.043,none,GUL-68021,
HW-101679,Ardiya Warehouse,2,KWD 290.984,none,MAK-22583,
HW-101680,Ardiya Warehouse,1,2.542,none,AL--86183,
HW-101681,Ardiya Warehouse,2,0.796,batch,HIT-85579,
HW-101682,Shuwaikh Main,0,1.064,none,BLA-38520,
HW-101683,Rai Branch,5,293.523,none,SAT-97010,
HW-101684,Shuwaikh Main,0,4.881,none,,
HW-101685,Rai Branch,0,KD 20.315,none,YAT-13394,
HW-101686,Fahaheel Branch,3,KD 7.310,none,BLA-82574,
HW-101687,Ardiya Warehouse,5,21.282,none,GUL-57742,
HW-101688,Ardiya Warehouse,5,15.780,none,CRO-13395,
HW-101689,Fahaheel Branch,3,24.104,none,MET-35934,
HW-101690,Rai Branch,3,KWD 9.840,none,HIT-56443,
HW-101691,Ardiya Warehouse,5,KD 0.612,none,ING-13591,
HW-101692,Ardiya Warehouse,1,24.391,none,YAT-17278,
HW-101693,Ardiya Warehouse,4,0.475,none,KAR-28594,
HW-101694,Fahaheel Branch,0,22.731,none,HIL-57023,
HW-101695,Fahaheel Branch,0,KD 24.793,none,SKI-59355,
HW-101696,Shuwaikh Main,0,18.894,none,AL--9227,
HW-101697,Ardiya Warehouse,4,KWD 42.744,none,TOT-56657,
HW-101698,Shuwaikh Main,0,15.358,none,MAK-75068,
HW-101699,Rai Branch,4,18.160,none,HIL-88179,
HW-101700,Shuwaikh Main,2,23.952,none,,
HW-101701,Rai Branch,0,13.696,none,KAR-72614,
HW-101702,Shuwaikh Main,2,18.116,batch,BLA-91321,
HW-101703,Ardiya Warehouse,3,5.609,none,BOS-83919,
HW-101704,Ardiya Warehouse,5,17.842,none,KAR-45914,
HW-101705,Rai Branch,1,21.259,batch,HIT-94617,
HW-101706,Rai Branch,3,18.059,none,TRU-42598,
HW-101707,Rai Branch,5,KWD 14.228,none,KAR-9168,
HW-101708,Fahaheel Branch,1,5.448,none,ING-96721,
HW-101709,Ardiya Warehouse,4,2.112,none,AL--4842,
HW-101710,Ardiya Warehouse,1,15.829,none,STA-75984,
HW-101711,Shuwaikh Main,2,23.688,none,AL--36905,
HW-101712,Shuwaikh Main,0,18.535,none,SAT-29263,
HW-101713,Ardiya Warehouse,4,6.606,none,SAT-38521,
HW-101714,Shuwaikh Main,4,17.881,none,TRU-61360,
HW-101715,Rai Branch,0,6.901,none,HIL-24730,
HW-101716,Rai Branch,4,23.855,none,HIL-48477,
HW-101717,Fahaheel Branch,0,20.643,none,STA-40305,
HW-101718,Shuwaikh Main,0,12.608,none,ING-98683,
HW-101719,Ardiya Warehouse,5,6.007,none,CRO-83835,
HW-101720,Ardiya Warehouse,2,5.096,none,CRO-58678,
HW-101721,Ardiya Warehouse,1,4.326,none,ING-21610,
HW-101722,Rai Branch,4,0.604,none,AL--32751,
HW-101723,Ardiya Warehouse,4,3.448,none,STA-57980,
HW-101724,Shuwaikh Main,0,8.038,none,TOT-82148,
HW-101725,Ardiya Warehouse,1,KWD 18.997,none,HIL-80427,
HW-101726,Rai Branch,0,12.249,none,BLA-48973,
HW-101727,Fahaheel Branch,2,12.484,none,GUL-65789,
HW-101728,Rai Branch,4,19.287,none,HIL-69329,
HW-101729,Shuwaikh Main,0,13.386,batch,ING-43824,
HW-101730,Ardiya Warehouse,0,21.626,none,RID-14598,
HW-101731,Ardiya Warehouse,3,234.092,none,YAT-4669,
HW-101732,Shuwaikh Main,0,KD 18.284,none,SKI-61697,
HW-101733,Rai Branch,1,22.983,none,,
HW-101734,Ardiya Warehouse,0,KD 8.093,none,ING-48621,
HW-101735,Fahaheel Branch,1,KWD 16.137,none,MAK-19582,
HW-101736,Shuwaikh Main,5,21.683,none,ING-40075,
HW-101737,Rai Branch,1,3.445,none,BLA-91273,
HW-101738,Fahaheel Branch,0,11.692,none,GUL-44700,
HW-101739,Ardiya Warehouse,4,16.471,none,STA-11629,
HW-101740,Shuwaikh Main,5,11.412,none,GUL-7256,
HW-101741,Rai Branch,0,12.709,none,RID-46632,
HW-101742,Rai Branch,2,19.814,none,CRO-59106,
HW-101743,Fahaheel Branch,1,1.357,none,YAT-58531,
HW-101744,Rai Branch,0,8.832,none,CRO-92394,
HW-101745,Ardiya Warehouse,0,KD 12.075,none,TOL-98076,
HW-101746,Fahaheel Branch,0,17.131,batch,KAR-18187,
HW-101747,Fahaheel Branch,5,KWD 18.949,none,SAT-83485,
HW-101748,Fahaheel Branch,1,0.708,none,KAR-85864,
HW-101749,Rai Branch,2,KD 1.780,none,TRU-66825,
HW-101750,Rai Branch,3,10.230,none,TOL-38226,
HW-101751,Fahaheel Branch,0,13.598,none,HIT-13127,
HW-101752,Shuwaikh Main,0,KD 22.096,none,,
HW-101753,Rai Branch,5,15.138,none,STA-83351,
HW-101754,Rai Branch,3,6.835,none,KAR-32787,
HW-101755,Fahaheel Branch,1,17.968,none,KAR-4135,
HW-101756,Rai Branch,1,0.277,batch,TRU-28450,
HW-101757,Shuwaikh Main,0,2.330,none,,
HW-101758,Fahaheel Branch,3,3.857,none,YAT-83761,
HW-101759,Fahaheel Branch,1,19.483,none,SKI-23072,
HW-101760,Fahaheel Branch,2,19.518,none,GUL-57181,
HW-101761,Ardiya Warehouse,0,3.485,none,AL--38428,
HW-101762,Shuwaikh Main,5,10.797,none,HIT-21823,
HW-101763,Rai Branch,5,14.347,none,CRO-3952,
HW-101764,Shuwaikh Main,2,11.604,none,ING-91032,
HW-101765,Shuwaikh Main,3,53.610,none,KAR-39905,
HW-101766,Fahaheel Branch,0,14.521,none,KAR-85978,
HW-101767,Shuwaikh Main,0,KD 16.227,none,TOL-52864,
HW-101768,Shuwaikh Main,0,13.458,none,GUL-87425,
HW-101769,Ardiya Warehouse,0,23.229,none,HIT-65148,
HW-101770,Shuwaikh Main,0,0.521,batch,ING-37943,
HW-101771,Ardiya Warehouse,1,2.662,none,SAT-82375,
HW-101772,Rai Branch,5,KD 220.920,batch,BLA-27530,
HW-101773,Fahaheel Branch,3,KD 7.900,batch,TOL-68726,
HW-101774,Rai Branch,2,23.505,none,TRU-57903,
HW-101775,Ardiya Warehouse,0,20.183,none,TOL-14321,
HW-101776,Shuwaikh Main,0,0.637,none,,
HW-101777,Rai Branch,0,4.053,none,MAK-14408,
HW-101778,Fahaheel Branch,3,17.945,none,,
HW-101779,Fahaheel Branch,0,14.002,none,HIL-67249,
HW-101780,Ardiya Warehouse,5,7.347,none,SKI-37527,
HW-101781,Fahaheel Branch,2,11.543,none,AL--46050,
HW-101782,Rai Branch,2,KWD 11.988,none,BLA-48197,
HW-101783,Shuwaikh Main,3,23.151,batch,STA-30469,
HW-101784,Shuwaikh Main,1,19.357,none,,
HW-101785,Ardiya Warehouse,3,KD 3.148,none,MAK-26784,
HW-101786,Ardiya Warehouse,0,5.984,none,YAT-23440,
HW-101787,Shuwaikh Main,4,1.295,batch,TOT-85103,
HW-101788,Fahaheel Branch,5,10.384,none,DEW-12934,
HW-101789,Shuwaikh Main,5,9.388,batch,KAR-30979,
HW-101790,Rai Branch,0,216.114,none,MAK-11499,
HW-101791,Shuwaikh Main,4,16.057,none,HIL-99269,
HW-101792,Ardiya Warehouse,0,13.073,none,TOT-98323,
HW-101793,Shuwaikh Main,1,0.901,batch,BOS-82896,
HW-101794,Rai Branch,5,KD 8.743,none,STA-1715,
HW-101795,Rai Branch,4,KWD 14.929,none,TOL-24411,
HW-101796,Fahaheel Branch,2,3.247,batch,ING-54649,
HW-101797,Fahaheel Branch,5,18.963,none,TRU-22268,
HW-101798,Shuwaikh Main,0,20.635,none,RID-92817,
HW-101799,Fahaheel Branch,2,4.345,none,BOS-28839,
HW-101800,Ardiya Warehouse,5,22.335,none,ING-67338,
HW-101801,Rai Branch,3,17.871,none,YAT-46384,
HW-101802,Ardiya Warehouse,3,7.513,none,RID-99761,
HW-101803,Fahaheel Branch,0,KD 4.864,batch,STA-95691,
HW-101804,Ardiya Warehouse,4,20.561,none,RID-48920,
HW-101805,Fahaheel Branch,2,KD 18.103,none,TOT-18390,
HW-101806,Ardiya Warehouse,0,2.800,none,TRU-49881,
HW-101807,Shuwaikh Main,3,11.077,none,MET-26922,
HW-101808,Ardiya Warehouse,1,5.607,batch,HIL-47594,
HW-101809,Rai Branch,3,293.510,none,MET-8383,
HW-101810,Rai Branch,2,17.420,none,RID-16494,
HW-101811,Ardiya Warehouse,2,18.195,none,MET-94482,
HW-101812,Rai Branch,4,10.678,none,RID-43660,
HW-101813,Ardiya Warehouse,5,1.956,none,,
HW-101814,Fahaheel Branch,0,24.840,batch,STA-45475,
HW-101815,Rai Branch,0,16.832,none,ING-1481,
HW-101816,Ardiya Warehouse,3,22.638,none,CRO-74479,
HW-101817,Shuwaikh Main,5,22.144,batch,SKI-11551,
HW-101818,Fahaheel Branch,0,9.549,none,,
HW-101819,Fahaheel Branch,1,4.255,none,,
HW-101820,Shuwaikh Main,5,21.711,none,ING-35580,
HW-101821,Rai Branch,3,6.785,none,YAT-68148,
HW-101822,Shuwaikh Main,0,KWD 5.633,none,,
HW-101823,Fahaheel Branch,4,5.811,batch,TRU-56362,
HW-101824,Shuwaikh Main,0,13.968,none,AL--55713,
HW-101825,Shuwaikh Main,2,20.035,none,DEW-14836,
HW-101826,Shuwaikh Main,1,14.540,none,GUL-20464,
HW-101827,Shuwaikh Main,4,23.382,none,,
HW-101828,Fahaheel Branch,5,13.880,none,MAK-56368,
HW-101829,Ardiya Warehouse,3,20.033,none,SAT-49237,
HW-101830,Ardiya Warehouse,5,17.725,none,MET-45504,
HW-101831,Shuwaikh Main,4,18.025,none,BLA-27944,
HW-101832,Rai Branch,4,5.282,batch,ING-44484,
HW-101833,Fahaheel Branch,3,10.005,none,CRO-75753,
HW-101834,Rai Branch,0,12.232,none,SKI-53382,
HW-101835,Fahaheel Branch,1,22.040,none,MET-80883,
HW-101836,Rai Branch,5,15.490,none,MET-39722,
HW-101837,Fahaheel Branch,3,4.519,none,HIL-73316,
HW-101838,Ardiya Warehouse,5,19.931,none,TOL-16672,
HW-101839,Ardiya Warehouse,5,20.133,none,DEW-25970,
HW-101840,Fahaheel Branch,1,KWD 3.121,none,,
HW-101841,Fahaheel Branch,1,11.234,none,MET-10081,
HW-101842,Ardiya Warehouse,1,6.139,none,TRU-46376,
HW-101843,Ardiya Warehouse,1,15.211,none,ING-71629,
HW-101844,Rai Branch,5,2.638,none,SAT-86362,
HW-101845,Fahaheel Branch,0,23.414,batch,TRU-72091,
HW-101846,Ardiya Warehouse,2,23.823,batch,MET-62217,
HW-101847,Fahaheel Branch,1,1.334,none,DEW-47507,
HW-101848,Ardiya Warehouse,4,20.166,none,KAR-95864,
HW-101849,Ardiya Warehouse,5,9.418,none,HIT-79662,
HW-101850,Fahaheel Branch,0,16.641,none,,
HW-101851,Shuwaikh Main,4,13.193,none,MAK-10674,
HW-101852,Rai Branch,4,24.205,none,CRO-17785,
HW-101853,Rai Branch,3,13.205,none,BLA-47844,
HW-101854,Fahaheel Branch,4,1.921,none,SAT-22303,
HW-101855,Fahaheel Branch,4,0.335,batch,CRO-61096,
HW-101856,Shuwaikh Main,0,6.025,none,HIT-73822,
HW-101857,Fahaheel Branch,2,23.555,none,BOS-99975,
HW-101858,Ardiya Warehouse,3,19.314,none,SAT-57033,
HW-101859,Ardiya Warehouse,5,18.390,none,STA-75165,
HW-101860,Ardiya Warehouse,5,96.089,batch,ING-35313,
HW-101861,Shuwaikh Main,1,17.163,none,,
HW-101862,Ardiya Warehouse,5,KWD 21.781,none,MAK-65543,
HW-101863,Shuwaikh Main,0,7.472,none,KAR-37544,
HW-101864,Fahaheel Branch,5,KWD 16.150,none,SAT-8457,
HW-101865,Fahaheel Branch,3,5.927,none,STA-2590,
HW-101866,Ardiya Warehouse,3,4.137,none,MET-46569,
HW-101867,Rai Branch,0,7.043,batch,KAR-93427,
HW-101868,Shuwaikh Main,4,8.040,none,KAR-19286,
HW-101869,Shuwaikh Main,4,4.813,none,HIT-10040,
HW-101870,Fahaheel Branch,2,18.565,none,KAR-52739,
HW-101871,Fahaheel Branch,0,6.867,none,,
HW-101872,Shuwaikh Main,2,18.755,none,ING-92468,
HW-101873,Fahaheel Branch,4,78.394,none,STA-57030,
HW-101874,Fahaheel Branch,3,10.337,none,AL--83314,
HW-101875,Rai Branch,1,8.483,none,STA-27026,
HW-101876,Rai Branch,0,14.779,none,BLA-14494,
HW-101877,Rai Branch,4,13.879,none,STA-13578,
HW-101878,Fahaheel Branch,4,7.018,none,YAT-20377,
HW-101879,Fahaheel Branch,2,6.427,none,HIL-19813,
HW-101880,Fahaheel Branch,3,18.588,none,TOT-59811,
HW-101881,Rai Branch,0,23.646,none,TRU-68287,
HW-101882,Rai Branch,5,22.589,batch,TRU-20121,
HW-101883,Rai Branch,1,24.794,none,,
HW-101884,Rai Branch,2,KD 2.599,none,MET-46323,
HW-101885,Ardiya Warehouse,4,17.294,batch,AL--24757,
HW-101886,Shuwaikh Main,4,4.601,batch,TOL-60788,
HW-101887,Ardiya Warehouse,4,15.215,batch,,
HW-101888,Rai Branch,5,24.543,none,MET-71733,
HW-101889,Shuwaikh Main,5,14.431,none,,
HW-101890,Shuwaikh Main,4,15.908,none,STA-67702,
HW-101891,Rai Branch,2,16.392,none,,
HW-101892,Shuwaikh Main,0,11.060,none,MAK-3534,
HW-101893,Ardiya Warehouse,5,15.956,none,BOS-55976,
HW-101894,Fahaheel Branch,1,22.071,none,CRO-89787,
HW-101895,Ardiya Warehouse,0,5.066,none,SKI-11714,
HW-101896,Shuwaikh Main,4,12.651,none,ING-35131,
